cb_id,cb_person_default_on_file,cb_person_cred_hist_length,cb_id
3Mwupdx8-zFxo,N,12,3Mwupdx8-zFxo
0Svyl3dO-OeNe,N,7,0Svyl3dO-OeNe
abW09Etv-DCAv,N,10,abW09Etv-DCAv
X0sqrFld-aWW1,N,2,X0sqrFld-aWW1
GXFn7dWN-fbxF,N,3,GXFn7dWN-fbxF
84r3k99w-B7GH,N,2,84r3k99w-B7GH
LmJRPZ8p-xJ6p,N,3,LmJRPZ8p-xJ6p
61cIm2xo-f6Cz,N,3,61cIm2xo-f6Cz
eUSXBB39-I2gU,N,6,eUSXBB39-I2gU
iDDiZ1Un-Y4N8,N,3,iDDiZ1Un-Y4N8
H83NTSig-CLmE,N,3,H83NTSig-CLmE
xJzbK6n4-CrkM,N,3,xJzbK6n4-CrkM
dfFDLHBX-IBLX,Y,2,dfFDLHBX-IBLX
H5TQtI7R-SvCu,N,3,H5TQtI7R-SvCu
I6k1cZRP-pvEy,Y,2,I6k1cZRP-pvEy
h649Hv9r-gOCo,N,7,h649Hv9r-gOCo
gwxKOUvr-S8gu,N,2,gwxKOUvr-S8gu
mAGbTMkf-UCJB,N,2,mAGbTMkf-UCJB
JTzwqNwj-FTOL,N,4,JTzwqNwj-FTOL
YbJPJgeP-4SZN,N,2,YbJPJgeP-4SZN
td14Zjog-2heF,Y,2,td14Zjog-2heF
SED7Gxex-3ekQ,N,4,SED7Gxex-3ekQ
9DwzH7ik-cLaH,Y,2,9DwzH7ik-cLaH
rQXFrySE-qiOE,N,6,rQXFrySE-qiOE
DKdfkXNJ-6p9N,N,4,DKdfkXNJ-6p9N
w9JFqbOE-5l2P,N,2,w9JFqbOE-5l2P
YdeIxLfJ-drpl,N,4,YdeIxLfJ-drpl
sPxwf5Zm-tEAC,N,4,sPxwf5Zm-tEAC
bcqZXFFq-cjTg,N,2,bcqZXFFq-cjTg
SdUzuD36-cEhE,N,2,SdUzuD36-cEhE
U7GXCWvQ-KmLn,Y,3,U7GXCWvQ-KmLn
bTyfemQu-uo3o,N,2,bTyfemQu-uo3o
qv04oRd9-u510,N,2,qv04oRd9-u510
XYGmIWbj-Uqnc,N,10,XYGmIWbj-Uqnc
Dl3mUpGc-MQTs,N,9,Dl3mUpGc-MQTs
8vZoH5BC-cFsL,N,10,8vZoH5BC-cFsL
cFKDZFdI-Cdol,N,2,cFKDZFdI-Cdol
UOm3Lb64-R0ct,N,3,UOm3Lb64-R0ct
BFCeaY2D-Tirc,N,3,BFCeaY2D-Tirc
uLF0wzO1-RxlH,Y,6,uLF0wzO1-RxlH
dl06GuPo-mc2q,Y,3,dl06GuPo-mc2q
ckIPsvD4-1MBW,N,10,ckIPsvD4-1MBW
vJQ8sboH-wivB,N,7,vJQ8sboH-wivB
ysi0Hszx-tcUd,N,6,ysi0Hszx-tcUd
PvBbqdUh-HHsY,N,4,PvBbqdUh-HHsY
Kx9TRCil-YcOY,N,14,Kx9TRCil-YcOY
cRApbFHY-8sF5,N,5,cRApbFHY-8sF5
OvHzsuJz-IGES,N,5,OvHzsuJz-IGES
l3pEhINA-4fWk,N,12,l3pEhINA-4fWk
42TqDKus-MvxZ,N,3,42TqDKus-MvxZ
YE8KF7lG-4M69,N,3,YE8KF7lG-4M69
n1zufuIy-6Xh8,N,4,n1zufuIy-6Xh8
wXurSTSP-9CgL,N,10,wXurSTSP-9CgL
Yw6mlEnU-BaID,N,4,Yw6mlEnU-BaID
qq49Us1x-4DIe,N,6,qq49Us1x-4DIe
783zoGPw-yHby,N,2,783zoGPw-yHby
wiXrRx1c-H4O7,N,3,wiXrRx1c-H4O7
1j4Fe8cT-pxDk,N,8,1j4Fe8cT-pxDk
tifwRo4b-KDvP,N,2,tifwRo4b-KDvP
ZOvKdko9-eulw,Y,7,ZOvKdko9-eulw
J3Hcv8DE-ZaPY,N,3,J3Hcv8DE-ZaPY
13IwylQN-aC6b,N,5,13IwylQN-aC6b
1dThpm56-pLGJ,N,2,1dThpm56-pLGJ
83I5FZsi-OFno,N,17,83I5FZsi-OFno
FoMoB7Om-QAGF,N,2,FoMoB7Om-QAGF
IHqhKnFJ-tNWr,N,4,IHqhKnFJ-tNWr
RF71y6g1-iUx5,N,3,RF71y6g1-iUx5
jJ6FObDd-zajO,Y,3,jJ6FObDd-zajO
DMHeQ5nb-M8AZ,N,3,DMHeQ5nb-M8AZ
OU13ExcA-R6Lc,N,3,OU13ExcA-R6Lc
m6xKXMHW-1LDt,N,2,m6xKXMHW-1LDt
svLGCqUl-rZx4,N,2,svLGCqUl-rZx4
xkx5dKt2-5Kfo,N,2,xkx5dKt2-5Kfo
S7tFWET3-ORLr,N,7,S7tFWET3-ORLr
sve6Mr9I-tFfz,N,3,sve6Mr9I-tFfz
XGoD3aBH-XaW7,N,9,XGoD3aBH-XaW7
deRxi7Q1-ng8X,N,7,deRxi7Q1-ng8X
5hDchGK4-mb7N,N,10,5hDchGK4-mb7N
aH1vLceL-bIhK,N,9,aH1vLceL-bIhK
w1IxJwtQ-1mM0,Y,2,w1IxJwtQ-1mM0
IZk1hnNG-oxXm,N,5,IZk1hnNG-oxXm
erecdSQz-7yPm,N,2,erecdSQz-7yPm
CCHY3YQm-1Tgn,N,3,CCHY3YQm-1Tgn
zzOvmFnD-M0Kn,N,2,zzOvmFnD-M0Kn
KHB4chHe-u7vG,N,2,KHB4chHe-u7vG
8c7fNhj5-L0mq,N,3,8c7fNhj5-L0mq
awlAaIFG-YoNP,N,7,awlAaIFG-YoNP
RlZvtRoL-onCS,N,9,RlZvtRoL-onCS
fAmA0iQy-nWck,N,2,fAmA0iQy-nWck
O5bo6G6n-dnrO,Y,4,O5bo6G6n-dnrO
dBb5OpEs-gfmL,N,4,dBb5OpEs-gfmL
yJe77YFB-SUJ1,N,3,yJe77YFB-SUJ1
9wA6WkAp-cFFD,N,2,9wA6WkAp-cFFD
XSxKFwgm-MhzJ,N,2,XSxKFwgm-MhzJ
GEqKtWh8-ItAd,Y,5,GEqKtWh8-ItAd
0suNsAGR-Mmzr,Y,10,0suNsAGR-Mmzr
1Z3z6ypp-UCt8,N,8,1Z3z6ypp-UCt8
Ba7Shesl-FnGN,N,4,Ba7Shesl-FnGN
MDUe3M9T-8fbQ,N,4,MDUe3M9T-8fbQ
GSDvGk0Y-daZE,N,11,GSDvGk0Y-daZE
nshbuNB9-qTF2,N,16,nshbuNB9-qTF2
RYUFUBgh-2OP0,Y,24,RYUFUBgh-2OP0
1OuAHJhj-y989,N,25,1OuAHJhj-y989
UylmRE88-0vqk,N,4,UylmRE88-0vqk
eP5YxtKO-upwo,N,8,eP5YxtKO-upwo
n6N9mP4O-j0By,N,2,n6N9mP4O-j0By
juXclXja-CS7l,N,2,juXclXja-CS7l
bNAAAmJp-SXPU,N,9,bNAAAmJp-SXPU
ypzaKtT7-xbwg,N,6,ypzaKtT7-xbwg
vBafMhzI-ELap,N,12,vBafMhzI-ELap
pbXjzh2q-o9Fp,N,7,pbXjzh2q-o9Fp
O2angz9w-Jiia,N,2,O2angz9w-Jiia
F1CLcqn5-rmk8,N,4,F1CLcqn5-rmk8
iaJGmvqE-Zpb4,N,4,iaJGmvqE-Zpb4
KeM0kc3u-Qs24,N,3,KeM0kc3u-Qs24
mol3TPFH-c5K8,N,4,mol3TPFH-c5K8
2Pxl290l-X7MY,N,3,2Pxl290l-X7MY
3wSXAbyJ-lP1a,N,16,3wSXAbyJ-lP1a
ETzg1wYb-C57t,N,2,ETzg1wYb-C57t
u90KbKIq-2GRx,N,13,u90KbKIq-2GRx
OkU7OpOw-k7Zr,N,5,OkU7OpOw-k7Zr
0DIRZ5uD-kaAE,Y,5,0DIRZ5uD-kaAE
tcgo5HpI-nm0t,N,3,tcgo5HpI-nm0t
DBXiZAZ5-lQ59,N,9,DBXiZAZ5-lQ59
sQ4fmp0m-XzE4,N,3,sQ4fmp0m-XzE4
XK11OMJx-7Ff5,N,3,XK11OMJx-7Ff5
mw49qExS-8d1g,N,3,mw49qExS-8d1g
wUk9gw1q-ATtf,Y,10,wUk9gw1q-ATtf
3fksO6AD-SrYZ,N,5,3fksO6AD-SrYZ
2wTNsIdT-Y67C,N,2,2wTNsIdT-Y67C
yMNAPPqY-ifZZ,N,3,yMNAPPqY-ifZZ
NsK8mZRA-3huP,N,7,NsK8mZRA-3huP
Uu3ba0ii-3SBx,N,3,Uu3ba0ii-3SBx
ArWsGozr-m4WI,N,7,ArWsGozr-m4WI
LhZPvoXh-WCwl,N,3,LhZPvoXh-WCwl
agEYSwjD-GXze,,14,agEYSwjD-GXze
XQgcpeYS-iHjB,N,10,XQgcpeYS-iHjB
EibWDyuJ-FeWS,N,4,EibWDyuJ-FeWS
6hFSEz9p-ZIn9,Y,8,6hFSEz9p-ZIn9
NuFnO3LS-agF7,N,6,NuFnO3LS-agF7
oOHPi9CN-6UEN,N,5,oOHPi9CN-6UEN
9zHkwhH4-t1Cj,N,12,9zHkwhH4-t1Cj
ckWELB4R-aSer,N,6,ckWELB4R-aSer
9ylvn5MX-7OIE,N,13,9ylvn5MX-7OIE
cFbihwop-5nPg,N,17,cFbihwop-5nPg
q6rTNLE4-gD69,N,5,q6rTNLE4-gD69
daUkYJWK-SEnx,N,3,daUkYJWK-SEnx
gPqaUs55-8o1P,Y,11,gPqaUs55-8o1P
Dt1e64NZ-UuKL,Y,3,Dt1e64NZ-UuKL
dZE5IpGN-vwlv,N,3,dZE5IpGN-vwlv
odtnpAqb-t8jd,N,4,odtnpAqb-t8jd
IZPykaHc-x8GL,N,8,IZPykaHc-x8GL
TMaPMUQ0-WIek,N,4,TMaPMUQ0-WIek
xjoHfenY-1iDu,N,4,xjoHfenY-1iDu
FRZJKfjh-T9kF,N,3,FRZJKfjh-T9kF
A266Lop7-gLk1,N,4,A266Lop7-gLk1
YWrziQ4q-0aKk,N,2,YWrziQ4q-0aKk
gjK35t0k-eU26,N,17,gjK35t0k-eU26
DUlGIz1W-vJbL,N,5,DUlGIz1W-vJbL
ZbH7Qvtt-nGYa,N,5,ZbH7Qvtt-nGYa
2A2rp9Em-45op,N,4,2A2rp9Em-45op
P9shydKC-WLnl,N,4,P9shydKC-WLnl
jMKLbgoO-hh5K,Y,2,jMKLbgoO-hh5K
rdHGMw04-0Xbd,N,10,rdHGMw04-0Xbd
8KRbFiF8-Ts46,Y,7,8KRbFiF8-Ts46
HJysS1Qq-U16w,N,3,HJysS1Qq-U16w
rOPWNqjW-FGRi,N,2,rOPWNqjW-FGRi
EFpQMAmH-hDf6,N,4,EFpQMAmH-hDf6
xw6rTTYj-ew8l,N,3,xw6rTTYj-ew8l
YyR2OkF3-K5fI,N,4,YyR2OkF3-K5fI
ku1od8j1-wJjc,N,6,ku1od8j1-wJjc
ueGtfdrd-8rFH,N,17,ueGtfdrd-8rFH
HziOXxWv-CmSx,N,12,HziOXxWv-CmSx
l0rgGfNs-EA61,Y,9,l0rgGfNs-EA61
ndPy2pHC-jxEU,Y,9,ndPy2pHC-jxEU
MC94v0sP-iFHx,N,3,MC94v0sP-iFHx
6sQJaWvn-EBuX,N,8,6sQJaWvn-EBuX
DSIZ0qyB-QoTp,Y,12,DSIZ0qyB-QoTp
vI1wcAAw-EaXr,N,7,vI1wcAAw-EaXr
8TCd8yMZ-zOqB,N,2,8TCd8yMZ-zOqB
WYxupFIc-vRGd,N,4,WYxupFIc-vRGd
DpUiCe4S-JTRH,N,2,DpUiCe4S-JTRH
jZbUtxSH-S978,N,6,jZbUtxSH-S978
f15heRjG-rgcx,N,10,f15heRjG-rgcx
ESTQscrP-8H56,N,10,ESTQscrP-8H56
0nMZFoGn-jexA,N,10,0nMZFoGn-jexA
7o7nT32C-b6A3,N,8,7o7nT32C-b6A3
i53cpPpY-UR7T,N,8,i53cpPpY-UR7T
IwwYA2ZR-MBu6,N,3,IwwYA2ZR-MBu6
USjR8OTc-ui8W,N,14,USjR8OTc-ui8W
EB4YLDcn-2UMy,N,14,EB4YLDcn-2UMy
EI4XnpdF-AtB2,N,4,EI4XnpdF-AtB2
ESUQ3c2l-tK5M,Y,4,ESUQ3c2l-tK5M
Kn1PUg8s-AQXm,N,4,Kn1PUg8s-AQXm
hoxTdqQ0-olwi,N,15,hoxTdqQ0-olwi
DeZeputp-2vUE,N,8,DeZeputp-2vUE
gdttvwPt-3vHG,N,4,gdttvwPt-3vHG
e49O7T1w-AXxM,N,2,e49O7T1w-AXxM
9Yw3a3QS-IQrY,N,4,9Yw3a3QS-IQrY
J1NU3O24-auOm,N,5,J1NU3O24-auOm
dzh4Kr7y-sQgx,N,9,dzh4Kr7y-sQgx
tGzK51wr-Od1N,Y,2,tGzK51wr-Od1N
xszzanLi-DvGz,N,3,xszzanLi-DvGz
NccXJ4ma-cbAz,Y,2,NccXJ4ma-cbAz
Be6jMfLH-fb7m,Y,4,Be6jMfLH-fb7m
17Efjazr-1Eke,N,10,17Efjazr-1Eke
twhjgHa8-NMyt,N,3,twhjgHa8-NMyt
b8MaHaye-lI4d,N,3,b8MaHaye-lI4d
r50Oxrod-oWhe,Y,4,r50Oxrod-oWhe
AYdTdzDO-hO5Q,Y,9,AYdTdzDO-hO5Q
ernO2ZQ0-uDQ2,N,3,ernO2ZQ0-uDQ2
aXratmHU-rqJO,N,3,aXratmHU-rqJO
iMICLgFF-B101,N,7,iMICLgFF-B101
0XwiAmtf-YOjt,Y,6,0XwiAmtf-YOjt
EfOboAsa-5Xn3,Y,2,EfOboAsa-5Xn3
oXgDnl5X-u6KH,N,2,oXgDnl5X-u6KH
4FdehyyG-tNax,N,3,4FdehyyG-tNax
f4kF1pY8-uMv9,N,4,f4kF1pY8-uMv9
9iqM9hYT-tFAr,N,3,9iqM9hYT-tFAr
gzPob5tn-DMa3,N,5,gzPob5tn-DMa3
IuPtHWRi-gEOd,N,9,IuPtHWRi-gEOd
FrYamD7K-8xWA,N,4,FrYamD7K-8xWA
2KY4uxdY-gF2U,N,4,2KY4uxdY-gF2U
FT7qPBak-r0Nc,Y,14,FT7qPBak-r0Nc
ih1pXKup-NRad,N,9,ih1pXKup-NRad
NqW5PEyW-i8zA,Y,4,NqW5PEyW-i8zA
hi8UnNjz-M3Yl,N,3,hi8UnNjz-M3Yl
tXQnAaDJ-OK3m,N,5,tXQnAaDJ-OK3m
DpCqesTF-BRLR,N,15,DpCqesTF-BRLR
pMIkvOAW-2tnE,N,4,pMIkvOAW-2tnE
XHlyjYwc-8NZb,N,4,XHlyjYwc-8NZb
24b4GoDv-ggtr,N,7,24b4GoDv-ggtr
vScOksN5-lmC3,N,9,vScOksN5-lmC3
0QKSeXC5-Qd0Q,N,3,0QKSeXC5-Qd0Q
OfXyLhEr-l8Sm,N,2,OfXyLhEr-l8Sm
jJgiu82w-eiRt,Y,2,jJgiu82w-eiRt
zXs76sga-BAXJ,N,4,zXs76sga-BAXJ
4atKuGoJ-vpH7,N,4,4atKuGoJ-vpH7
tw9HpExL-sdjH,N,4,tw9HpExL-sdjH
UE9obZAS-F0bN,N,4,UE9obZAS-F0bN
14fuJ6lK-BQqw,Y,8,14fuJ6lK-BQqw
x3OZOzO4-2Ih1,N,5,x3OZOzO4-2Ih1
YeTZmgaD-GONk,N,3,YeTZmgaD-GONk
9YTuCGUN-dQeS,N,2,9YTuCGUN-dQeS
1M0kRrLr-UGhI,N,8,1M0kRrLr-UGhI
9mhTOmx4-fKo9,N,8,9mhTOmx4-fKo9
odpxuIlx-pA54,N,9,odpxuIlx-pA54
zLi8Euhs-H54H,N,4,zLi8Euhs-H54H
aOvsRt9b-v2ZA,Y,7,aOvsRt9b-v2ZA
24rEGqH4-uWmn,N,10,24rEGqH4-uWmn
9uOFTyjf-DqB6,N,3,9uOFTyjf-DqB6
bzueKqqY-HZxv,Y,7,bzueKqqY-HZxv
cwgOKaQL-heXG,N,5,cwgOKaQL-heXG
851FieKi-QwEz,Y,23,851FieKi-QwEz
YyKILplE-RBnr,N,6,YyKILplE-RBnr
epK3S5I5-pvQp,Y,10,epK3S5I5-pvQp
Jokpuf0p-ySOH,Y,2,Jokpuf0p-ySOH
RWKh54t6-TeUe,N,3,RWKh54t6-TeUe
Ywzsxkv3-4TYH,Y,3,Ywzsxkv3-4TYH
eHCX1mDE-tbKI,Y,8,eHCX1mDE-tbKI
EeSfh4S2-swRc,N,6,EeSfh4S2-swRc
ATkHee8e-GrDO,Y,4,ATkHee8e-GrDO
HC8dBqq3-aTFP,N,4,HC8dBqq3-aTFP
Oc7mMSFE-f5wo,N,2,Oc7mMSFE-f5wo
DGtChzns-lZ7R,N,5,DGtChzns-lZ7R
wa3dZGZD-lYUO,N,3,wa3dZGZD-lYUO
zqoQMeMr-3Fj9,N,8,zqoQMeMr-3Fj9
pFIGmfDn-LGkh,Y,4,pFIGmfDn-LGkh
MBgTQW0j-qTpd,N,5,MBgTQW0j-qTpd
2GOjO5Oo-6qa8,N,4,2GOjO5Oo-6qa8
PlIjp3aN-bDBM,N,4,PlIjp3aN-bDBM
oWzJpBqR-Lsv0,N,10,oWzJpBqR-Lsv0
SBccHXvE-7fo3,Y,3,SBccHXvE-7fo3
DUzpRPY0-PMtP,N,15,DUzpRPY0-PMtP
BGi512MG-r4MZ,Y,2,BGi512MG-r4MZ
yyAi9EmJ-eSZi,N,8,yyAi9EmJ-eSZi
WiT7hmRJ-iL9Q,N,4,WiT7hmRJ-iL9Q
JoOR22L4-BJi4,N,9,JoOR22L4-BJi4
NWq9UrX1-EFhP,N,2,NWq9UrX1-EFhP
bkoxlwot-8GRf,N,2,bkoxlwot-8GRf
r5gNm0gJ-UQHm,N,2,r5gNm0gJ-UQHm
45BXCSfF-f6ir,N,10,45BXCSfF-f6ir
NQotnMvM-2tMs,N,4,NQotnMvM-2tMs
MS5Y53GD-opQC,N,3,MS5Y53GD-opQC
PBGn74q8-Pq5q,N,4,PBGn74q8-Pq5q
vu79Qqj7-Ugd2,N,2,vu79Qqj7-Ugd2
FPDWkkT7-pgja,N,28,FPDWkkT7-pgja
I6a09HgA-dELK,Y,4,I6a09HgA-dELK
qJdTzP3A-dR6w,N,14,qJdTzP3A-dR6w
vaJt0CSa-oPd8,Y,10,vaJt0CSa-oPd8
LvX2LdxI-t5z7,N,7,LvX2LdxI-t5z7
OJoOZaZB-wEM1,Y,5,OJoOZaZB-wEM1
Us93claW-ZnCz,N,4,Us93claW-ZnCz
MZe6u4wK-sXUC,N,2,MZe6u4wK-sXUC
4cKiy6Hu-UyRa,N,7,4cKiy6Hu-UyRa
wFkNoPk3-6BGZ,N,25,wFkNoPk3-6BGZ
RoRQeLWI-q6pA,N,2,RoRQeLWI-q6pA
wj1jaBhM-TYxw,Y,3,wj1jaBhM-TYxw
R8UaNKX6-wbOX,N,2,R8UaNKX6-wbOX
aBDDaHdU-wrwW,N,4,aBDDaHdU-wrwW
29QLF8Mf-wzek,N,3,29QLF8Mf-wzek
lHSxWAIa-XaNr,Y,4,lHSxWAIa-XaNr
B6FSRyw6-kBT9,N,3,B6FSRyw6-kBT9
6RzELm2b-SUPl,N,8,6RzELm2b-SUPl
xzzjvXqv-7Z2C,N,5,xzzjvXqv-7Z2C
URPxbW1r-UQQM,N,5,URPxbW1r-UQQM
Mj5Y2wyi-8wjS,N,5,Mj5Y2wyi-8wjS
99NYR33X-izYL,N,6,99NYR33X-izYL
iyLfBzEH-0QxJ,N,3,iyLfBzEH-0QxJ
uBExJeBT-hicI,N,2,uBExJeBT-hicI
TKxelkCO-kxAl,N,7,TKxelkCO-kxAl
K90Gu5te-hDsQ,N,2,K90Gu5te-hDsQ
RJ4NsM9h-upfR,N,24,RJ4NsM9h-upfR
LRbTPOyw-43o0,N,2,LRbTPOyw-43o0
8qX1GoIj-hDxA,Y,15,8qX1GoIj-hDxA
N0lSype9-rTMG,N,10,N0lSype9-rTMG
YuuDWZiN-HaYb,,3,YuuDWZiN-HaYb
HdQbApAE-YruY,N,6,HdQbApAE-YruY
pcIzPWkn-9TG1,N,5,pcIzPWkn-9TG1
hFnbbM58-q1x1,N,8,hFnbbM58-q1x1
INl5yASW-qdgv,N,6,INl5yASW-qdgv
DhW1qbG2-Mdg7,Y,7,DhW1qbG2-Mdg7
SY34qQOl-U3vH,N,4,SY34qQOl-U3vH
zvPJwNkr-C1YO,N,6,zvPJwNkr-C1YO
NbEgKpj0-lgdl,N,5,NbEgKpj0-lgdl
5yocnBct-w3Jd,N,2,5yocnBct-w3Jd
NnraIP8x-FO0U,N,2,NnraIP8x-FO0U
h8QAO10x-dZcC,N,6,h8QAO10x-dZcC
Z1HCbjoi-tSTO,N,4,Z1HCbjoi-tSTO
BRYqczoy-KUmq,N,3,BRYqczoy-KUmq
eHX1KxoY-o4GU,N,8,eHX1KxoY-o4GU
tsekv7yt-E6sb,N,5,tsekv7yt-E6sb
nZl1uD9Y-2yim,N,16,nZl1uD9Y-2yim
Oam3GBzO-6BwR,N,9,Oam3GBzO-6BwR
ozYFZJ6r-axH8,N,5,ozYFZJ6r-axH8
PwkJqIJC-twOE,Y,7,PwkJqIJC-twOE
744fWtK0-tbKp,N,9,744fWtK0-tbKp
0wEqeaQf-JwZa,N,4,0wEqeaQf-JwZa
mBGlAHfp-7ic1,N,8,mBGlAHfp-7ic1
0EIY3QYn-b7a6,Y,4,0EIY3QYn-b7a6
01NThnYi-SQZr,Y,2,01NThnYi-SQZr
O1ywF1x6-HJhY,N,3,O1ywF1x6-HJhY
0qHdoCjx-oCl9,N,10,0qHdoCjx-oCl9
GvLueJQl-EA6t,N,30,GvLueJQl-EA6t
ctpd4X12-HGjQ,N,8,ctpd4X12-HGjQ
ajY6Mc6j-dLOg,N,4,ajY6Mc6j-dLOg
Srjbyp3B-lSEz,,3,Srjbyp3B-lSEz
A97784rb-tHKP,N,9,A97784rb-tHKP
1d67hePQ-KHWx,N,5,1d67hePQ-KHWx
07I515ur-v1KP,Y,2,07I515ur-v1KP
MlHQlnLf-kAni,N,4,MlHQlnLf-kAni
Er4KbWr6-hOAK,Y,7,Er4KbWr6-hOAK
bOCr3xZs-DKRu,N,2,bOCr3xZs-DKRu
jFPgeKlG-MUF7,N,10,jFPgeKlG-MUF7
ETlSSQZK-Ojw0,Y,2,ETlSSQZK-Ojw0
Sf6JLeWJ-Wp1v,Y,9,Sf6JLeWJ-Wp1v
K12CCKSC-0154,N,2,K12CCKSC-0154
AptMZ4MH-xnHC,N,5,AptMZ4MH-xnHC
012Cfu5Q-yjwB,N,6,012Cfu5Q-yjwB
I1sO3hvt-zpx8,Y,14,I1sO3hvt-zpx8
tWyptxaC-g1jK,N,2,tWyptxaC-g1jK
SYDi1M8l-Sp0b,N,5,SYDi1M8l-Sp0b
O8LaeJ9v-kG7S,N,6,O8LaeJ9v-kG7S
PO2YUtEt-ca3v,N,4,PO2YUtEt-ca3v
3dvvgrNh-93zW,N,8,3dvvgrNh-93zW
6FRmOQ5M-dIlC,Y,2,6FRmOQ5M-dIlC
wT2YaKUn-OzH3,N,7,wT2YaKUn-OzH3
4T1qIZeY-6nU2,N,10,4T1qIZeY-6nU2
chuEnhk4-tZ9R,N,14,chuEnhk4-tZ9R
Bhgq07oP-YCfe,N,5,Bhgq07oP-YCfe
050HN82m-mgF4,N,2,050HN82m-mgF4
TDcD7Kca-MzhL,Y,6,TDcD7Kca-MzhL
5Zp33wS6-6jZj,Y,2,5Zp33wS6-6jZj
Cj22q8ns-W9J4,N,2,Cj22q8ns-W9J4
Y9kdGZkD-T761,N,16,Y9kdGZkD-T761
lqSRakzI-65vx,Y,2,lqSRakzI-65vx
1TbwvTG5-1YKi,N,3,1TbwvTG5-1YKi
kpiA1z59-SwAJ,N,9,kpiA1z59-SwAJ
zEHz8Zcg-8BZE,Y,2,zEHz8Zcg-8BZE
FNLwpU9W-HXSW,N,2,FNLwpU9W-HXSW
KZE6H8wX-aeqY,N,9,KZE6H8wX-aeqY
I8Ra9Iva-ZyRS,N,5,I8Ra9Iva-ZyRS
9HZUmCDi-sQTQ,N,7,9HZUmCDi-sQTQ
eYjeG3oe-Ee7y,Y,2,eYjeG3oe-Ee7y
DEN5aASg-b7pz,N,4,DEN5aASg-b7pz
yQBn7LJY-HhMr,N,14,yQBn7LJY-HhMr
kGnGWjCE-EpEp,N,7,kGnGWjCE-EpEp
dxnfbsmA-nl0p,N,4,dxnfbsmA-nl0p
9zAHA3l4-nbO7,N,3,9zAHA3l4-nbO7
Y2sXg5rI-Iuvs,N,6,Y2sXg5rI-Iuvs
iBYeNNiR-FjLw,N,13,iBYeNNiR-FjLw
cTqRSQw9-uAyo,Y,6,cTqRSQw9-uAyo
QfHCIsDF-JdyC,N,5,QfHCIsDF-JdyC
6EoMUf64-s1ID,Y,6,6EoMUf64-s1ID
mWWzcdN2-nDvY,N,10,mWWzcdN2-nDvY
5yOkdSPK-qG38,N,9,5yOkdSPK-qG38
AUTSI1mg-M0sc,N,7,AUTSI1mg-M0sc
ba3kDrjy-NXdh,Y,14,ba3kDrjy-NXdh
ipTIlhDN-NMux,Y,3,ipTIlhDN-NMux
eG1hGKrC-M9zf,N,4,eG1hGKrC-M9zf
vur5gfUh-9YS1,N,4,vur5gfUh-9YS1
dhzLoI7a-n9IX,N,9,dhzLoI7a-n9IX
ts2AKx4k-wfW5,Y,2,ts2AKx4k-wfW5
YsrQKwaR-sg6T,N,7,YsrQKwaR-sg6T
TTq13q3Z-FHsn,N,2,TTq13q3Z-FHsn
3uFE8viK-dZ8d,Y,5,3uFE8viK-dZ8d
OQ6MltU6-RzR5,N,12,OQ6MltU6-RzR5
C2JYH8Xj-Yxqv,N,4,C2JYH8Xj-Yxqv
ntSWEYko-nsSd,N,8,ntSWEYko-nsSd
wCbl9e7g-hEhR,Y,3,wCbl9e7g-hEhR
7vCh9GRY-w7sh,N,2,7vCh9GRY-w7sh
8AEfB3qC-sdXH,Y,10,8AEfB3qC-sdXH
XCNcrU37-ZUnC,Y,5,XCNcrU37-ZUnC
swfdu5Ya-FgpT,N,9,swfdu5Ya-FgpT
Svkgn7Gl-JWdA,N,10,Svkgn7Gl-JWdA
ZcAa7hwn-lJdC,N,3,ZcAa7hwn-lJdC
rZoiEpPc-bciv,N,3,rZoiEpPc-bciv
72vt6sp8-7Lvq,N,14,72vt6sp8-7Lvq
5AcfqFAw-xghX,N,7,5AcfqFAw-xghX
9b9Yilpd-jSTb,Y,8,9b9Yilpd-jSTb
hjbE7vcv-9KMR,,9,hjbE7vcv-9KMR
mcB2aN2i-FEid,Y,15,mcB2aN2i-FEid
hnFkgob5-eroJ,N,8,hnFkgob5-eroJ
ifOUCah0-CO6X,N,6,ifOUCah0-CO6X
cIZLqaLk-ggfF,N,3,cIZLqaLk-ggfF
xkSToWzs-JZZG,N,4,xkSToWzs-JZZG
bBxdAMwY-Hu6t,N,4,bBxdAMwY-Hu6t
vnsYWFAC-Dy9x,N,5,vnsYWFAC-Dy9x
6gXMG813-nXHD,N,4,6gXMG813-nXHD
3iSwP9YG-xoBB,N,5,3iSwP9YG-xoBB
glBlm3Pe-tIEc,N,10,glBlm3Pe-tIEc
XiuNXAyq-frYh,N,6,XiuNXAyq-frYh
em7PbgEd-kpfl,N,2,em7PbgEd-kpfl
heUvyuWk-pn3Y,Y,2,heUvyuWk-pn3Y
rJnugvnc-MWlf,N,2,rJnugvnc-MWlf
J3DyvL0F-ioUC,N,7,J3DyvL0F-ioUC
Q5pFW6IJ-1FE6,N,2,Q5pFW6IJ-1FE6
74byWIo2-Zfwq,N,4,74byWIo2-Zfwq
rTZiQ24Y-9T6h,N,10,rTZiQ24Y-9T6h
8Cl24yib-cLXk,Y,3,8Cl24yib-cLXk
xpNlf4Hp-f1F4,Y,2,xpNlf4Hp-f1F4
4AoIAtfr-cvtK,N,15,4AoIAtfr-cvtK
