id_cliente,idade,salario,tipo_imovel,tempo_trabalhando,id_emprestimo,motivo_emprestimo,grupo,valor_emprestimo,juros,RISCO_INADIMPLENCIA,emp_sal,id_historico,INADIMPLENCIA,tempo_cliente
vkAls8jR-FLif,27,235000,Mortgage,5,tTBjk3Yz-dYIo,Venture,C,28000,15.96,0,0.12,5KvhAgw7-cITt,N,5
Z0WyOqii-2yWH,22,46200,Rent,0,lc3q211z-jtAA,Venture,A,10000,7.29,0,0.22,0RbABgqz-CA3X,N,3
7Ce3QRlb-Zd1y,24,105018,Mortgage,8,mHW90smn-6i6Q,Homeimprovement,D,28000,15.62,0,0.27,wDSSRaMc-DkjF,Y,4
XiagFcQC-amwM,24,35000,Rent,8,jJAUcOZm-cNY2,Personal,A,4250,6.99,0,0.12,4GmanICM-hMqk,N,2
d6YS20oA-M0AT,26,28000,Rent,10,Pek3kn4W-I2Xb,Medical,D,13000,16.29,1,0.46,1oMtkYRA-s5jM,Y,3
E1SPkByQ-Gaxx,22,74500,Mortgage,6,TQwpCqaY-18Ty,Debtconsolidation,D,7500,13.17,1,0.1,z4w5tJ5i-9TxR,N,2
geDJh2mc-idIj,31,95000,Mortgage,1,793yRspf-Myvo,Homeimprovement,C,13200,12.99,0,0.14,3HEw5L4U-aNnd,Y,8
kKpeqvn4-fChE,22,60000,Mortgage,1,UTZN3tO4-N7fA,Medical,B,6750,10.99,0,0.11,BMXe8JC7-KETi,N,4
SJ1k8Y9w-7CRh,32,85000,Mortgage,1,AXibRNpP-H8GM,Education,C,7500,10.78,0,0.09,x5QnnAoK-n9cd,Y,10
MIGRTz4i-Lsod,31,260000,Mortgage,14,ps4Qp0Wh-dcXu,Venture,A,18000,8.94,0,0.07,x8vxrDNh-IEvx,N,9
xtoPhd07-ObSX,23,36000,Own,2,t0fjsuto-d4vN,Medical,C,12000,12.53,0,0.33,b3mG07YG-69Dt,N,2
Gy2uKukB-0Sjc,33,38400,Own,1,kR1J6qn8-Y0Qi,Education,D,8000,15.58,0,0.21,XygAnFHI-6FCd,Y,7
CoJuvfXA-qhGo,28,48000,Rent,4,i5oaz6YU-nD8i,Education,A,5000,7.29,0,0.1,pqmTIKSw-i7kF,N,8
RMr7WU9E-vHK3,27,36000,Rent,0,TRg3NZc4-ENQf,Debtconsolidation,C,8000,13.85,1,0.22,O5ygsFRw-PuLa,Y,6
iAMY0bt9-tazk,25,100000,Own,2,QrBnUTfE-N2Ro,Homeimprovement,A,15000,6.17,0,0.15,9iPCD6eP-Awjr,N,4
CfIeoaYi-gleE,24,60000,Rent,4,5mI4SzYy-dYqX,Medical,A,10000,6.54,0,0.17,ifymLl93-OPK6,N,2
DOMQwfpO-hPlb,39,55000,Rent,2,zZJMH1Ak-i6Pl,Education,C,6000,12.99,0,0.11,dRLktcZs-Gi1b,N,13
XMjbQd7w-8H8g,38,75000,Mortgage,19,5kP1iIYh-6Clv,Venture,A,9100,6.03,0,0.12,CHEmtLtM-EnT0,N,13
9nIffZia-mpAQ,44,29088,Rent,3,mBPJsfJi-sJqR,Debtconsolidation,B,7200,11.71,0,0.25,zyxAaU6s-XjQe,N,17
KRac9Qx2-aAC0,23,50960,Rent,7,GD2X6tW9-3X8D,Venture,D,1800,16.02,0,0.04,On5z8J1b-iTBz,N,2
D5IekU06-C4l2,29,39000,Rent,2,Tiasb8qj-rZQv,Personal,E,3000,16.7,1,0.08,2jw8W0oS-gQxn,Y,7
YGtsatPc-NbIz,26,97333,Own,3,kEQ99dW1-Dfoa,Homeimprovement,A,10000,5.99,0,0.1,lDN86TPa-K5vI,N,2
x8qzkOtq-yL1C,31,115000,Mortgage,15,wq1IPbIJ-ikT7,Medical,B,10000,12.42,0,0.09,em2UIqM0-bnhC,N,6
7SCON663-48Se,28,70000,Rent,0,UxvHXxad-L6sx,Medical,B,13000,12.18,0,0.19,CrOwHh1z-trU1,N,7
KWciQq69-jGYX,39,60000,Mortgage,20,J9RxP6Pu-cn4N,Medical,A,7000,7.68,0,0.12,gUdEo94J-YZHG,N,15
Zyv1dgIa-B552,23,60000,Mortgage,7,UEYcOMkd-Gm6H,Debtconsolidation,A,15000,7.9,0,0.25,AyOKj12b-zapF,N,3
OXbTsiNZ-slP0,34,19200,Rent,18,j6EDjWYO-xYUI,Venture,A,5000,6.99,1,0.26,AGffAMvA-Qpyv,N,7
6TcymLnZ-9Dch,30,54000,Mortgage,14,lS4hzHzC-dLOb,Education,B,14500,10.65,0,0.27,lgmXIqia-lG2r,N,9
Fc2Lokqd-1d7A,29,41000,Own,6,u92shr1J-pUrL,Medical,B,5000,11.99,0,0.12,sd0WaFSj-E1Zn,N,5
PeGmbTTC-lkJo,22,49600,Mortgage,4,7eYmZR3A-GJDo,Venture,D,10000,14.96,0,0.2,64AGEpsR-pqfv,Y,3
iTdJFkmz-Svnc,27,65000,Rent,9,648r1AFQ-m1gf,Personal,A,4000,6.99,0,0.06,lnxTUy2u-5v3i,N,5
AXGav3fx-ey26,25,63900,Rent,1,T8KYN85Z-6gRt,Venture,A,8000,6.03,0,0.13,ByhMBxps-QkMf,N,2
XW223CUv-naQR,29,201000,Mortgage,0,gKxcGHlk-SN8D,Venture,B,18000,11.83,0,0.09,BaW1Fzc5-yFjo,N,10
O38Y78Ar-Nppm,33,40000,Mortgage,12,G9nJm7Zf-4Fnq,Personal,A,3200,5.42,0,0.08,oZODfJZ5-JUMm,N,8
keoacIfA-vquE,24,92000,Rent,8,1gFPoMFb-sJai,Medical,B,24500,11.46,0,0.27,BImmtm4h-pb31,N,4
O1NR2NjG-auh7,26,100000,Rent,6,QGRnukUT-N6ZG,Medical,A,8000,6.54,0,0.08,uf7A81UJ-fJ1P,N,3
5fsQzBt6-Z0Hd,30,22000,Mortgage,1,IArHLSTX-1GEq,Education,B,5375,12.21,0,0.24,p8WhtAnc-SzZT,N,9
hjBk6OsP-kSMZ,23,50000,Rent,0,xMkqJqFW-9GhY,Education,A,10000,6.92,0,0.2,QbRFe6kr-baPq,N,2
waOpTCAJ-U68R,25,35000,Own,3,q3IqrrCl-yNMc,Education,C,3600,13.43,0,0.1,5NKNPPZg-GIey,N,3
8Eh0WUsD-00vN,35,66000,Mortgage,4,S6Mz1A2p-aliI,Education,A,3000,6.03,0,0.05,5qrZzec3-BIqv,N,10
tKmp9WUi-kLXg,29,40000,Other,2,LlFqRMmp-L6aP,Debtconsolidation,E,15000,16.63,1,0.38,3QannfjL-sRpx,Y,10
i2aWMzQ3-3umc,24,20160,Rent,3,6Yi8v1m4-oxJd,Medical,C,1500,13.35,0,0.07,KFuynGna-dvYy,N,4
IxCXvty5-hIPa,32,52020,Mortgage,5,UPLXQCNh-MY2B,Medical,C,15000,11.03,1,0.25,zvit2Orm-8lru,N,6
PpHlkMHL-1RqP,22,17720,Rent,6,Iz4eaj27-xk0L,Homeimprovement,B,5000,9.62,1,0.28,kfRHEjEk-veme,N,4
DPmmzRJw-Tixs,26,50000,Mortgage,10,g3brLx5K-Wgis,Medical,C,13000,11.97,0,0.26,po9dA6rS-2YUo,Y,3
1NYgunjf-S6dh,31,65800,Rent,15,4hvXLmqG-f3pY,Debtconsolidation,A,25000,7.51,1,0.38,U5oPi8dc-L1Fp,N,9
RTkXkY88-uDzv,22,75000,Mortgage,4,j1dy4Wym-MeL5,Medical,A,9000,6.99,0,0.12,FIIQxit0-t69s,N,2
nLt4SpKJ-sZov,33,98000,Rent,2,A3yqYHhz-GK1y,Homeimprovement,A,20000,6.91,0,0.2,i6byhTII-S3p0,N,7
0Bmexksj-kFXB,31,67200,Mortgage,2,ph4TRNl2-9lDM,Personal,A,10000,6.03,0,0.15,IcB9kuXB-F70C,N,7
RQH32qk0-PmSk,35,38000,Mortgage,5,4Umh689z-hQDo,Homeimprovement,A,5000,6.62,0,0.13,2DI9MpYu-tWtB,N,7
czXhEh29-2WH6,24,34132,Rent,0,qjrPZ8vh-1gOB,Education,B,12000,10.62,1,0.35,dmWRWfbG-SQv5,N,3
0Sdgf36Z-auBI,22,30000,Own,6,lNlenObT-659Q,Education,A,2500,7.29,0,0.08,0NQJMZa6-PqEk,N,3
KwAA3YI5-9p6L,26,59000,Mortgage,4,Jxd88oLB-4JpT,Education,B,3500,10.99,0,0.06,Pzp6OMUH-xqlv,N,2
iw22Onmi-Zyh7,24,60000,Mortgage,2,vZBKElRG-eUw9,Medical,B,12000,9.99,0,0.2,toLcTijN-A3IS,N,2
2tzaPs8Z-iBKj,39,61020,Mortgage,4,ItNdgFOJ-x1IQ,Debtconsolidation,D,9975,13.99,1,0.16,BYIWLmiB-wJEu,N,11
a4v2BSkR-oALh,22,42000,Rent,4,D0PtSgn9-oSxo,Debtconsolidation,C,4800,14.35,0,0.11,57Nchudd-8cQC,N,4
0p0LdM3N-2QvH,29,104000,Mortgage,7,7hcpewH0-JFPU,Debtconsolidation,A,35000,7.49,0,0.34,FcPC5zZY-UJYp,N,8
J2YkAIHB-BLpR,30,35600,Rent,0,i2NJFJ36-MNfK,Education,D,8000,14.59,1,0.22,wajn6PRI-lUjf,N,9
NkiySFqt-oIDc,34,30000,Rent,0,mx4eszX5-DPLS,Medical,B,4000,9.63,0,0.13,t5u3GgkA-xjoL,N,6
Mnb8lod6-HxBf,24,65000,Rent,0,0Y8McSZW-O1vH,Debtconsolidation,B,7000,11.83,0,0.11,T2AKfxWI-Cpxs,N,2
nAn4zTWs-CqQC,37,30000,Rent,8,eS660j1E-AFI8,Venture,B,12000,12.42,1,0.4,a8itINEF-HgYJ,N,15
0zXsvHXN-wFvY,24,105000,Mortgage,5,YG8l5X9H-Clus,Personal,D,12000,16.29,0,0.11,iNwBkfYx-67kF,N,2
DctcY60j-kELl,36,23004,Rent,0,2jpGBcJS-BUcF,Personal,B,9450,10.37,1,0.41,7kEAIiUe-wpoq,N,13
zQe1sw8e-3DND,25,170000,Mortgage,2,rKmRlAWg-0Sfo,Education,A,20000,7.49,0,0.12,mnYDGR0n-uH2k,N,2
MgPuq42T-E5Qe,21,110000,Mortgage,5,4eKbmimw-CbL5,Debtconsolidation,A,10000,6.54,0,0.09,c2ZlRDby-sdHa,N,2
4vdybYI9-ZJU8,25,71004,Mortgage,1,cTuzYsrU-qwto,Debtconsolidation,E,2400,17.04,1,0.03,UuQzrAw3-jEph,N,3
USoN9HKz-jObt,25,40000,Rent,9,1RzdTWhI-BCZ6,Debtconsolidation,B,8000,12.42,0,0.2,R6uF8iYb-o3tv,N,2
OtL6Je0o-yYt8,31,30000,Rent,0,DXFNBBoY-L0Sg,Venture,D,6600,16.49,1,0.22,44ehseI6-tcoZ,Y,6
h6BAyFXb-XddB,30,82000,Mortgage,5,WYOhUa2p-PE4g,Personal,A,5000,6.76,0,0.06,NfUYB6OO-51Rx,N,8
ANZ8vXQx-UTDW,28,35000,Rent,5,0G1QoYEs-hHk2,Medical,D,10000,14.61,0,0.29,9HZUmCDi-sQTQ,N,7
hmbDBDFa-hJ0a,24,40000,Rent,1,Ws83SiO5-BRi3,Education,C,15000,12.87,1,0.38,GqaeZZiB-D9pK,Y,3
tkcJI5Ow-zeRd,33,36000,Mortgage,10,Om1W9A1N-txIn,Personal,A,5000,8.49,0,0.14,Dr8e9EIE-Mc8h,N,8
IuvJ5yaZ-wXRl,23,75000,Rent,3,X5AjNMcD-JW7M,Education,C,12000,14.27,0,0.16,1pwZZokS-5E7u,Y,2
PMGx5yn9-abRL,31,29004,Rent,4,tGcYDwcw-uhzN,Homeimprovement,B,6000,10.75,1,0.21,IshK0l37-Yt6t,N,8
hmg8Ddvi-Dkwv,27,35000,Rent,1,mGlk3Pog-GQQz,Medical,B,8000,12.21,0,0.23,hqxyaHx1-LEGG,N,6
wDOjbcGi-CRX8,21,37000,Own,3,29z1NbxU-FHAa,Education,C,7200,13.61,0,0.19,D7U4TbF4-zfrj,N,4
d44pxAM6-jiUt,32,35100,Mortgage,3,8xjFrsuK-6YrH,Venture,D,10000,15.95,0,0.28,8h9fh6D7-oFNn,Y,5
TrI9a4Ld-KReQ,26,158000,Rent,0,kTBwyhgx-vEuK,Homeimprovement,D,4000,14.84,1,0.03,CPZTmO1r-zGeK,N,3
XtCTcdU1-OrWP,23,65004,Mortgage,7,9bOjhyaw-vxXw,Personal,A,15000,7.88,0,0.23,B98OUS5E-ls5N,N,3
0IYUC4h2-cCGO,23,99670,Mortgage,2,2Eq0Uq9T-MDT6,Personal,D,5500,14.74,0,0.06,NpBwHcUi-xIr7,N,4
YHw5mfiW-xngn,23,29000,Rent,0,SYe5Pdrj-c3rG,Debtconsolidation,A,1600,7.88,1,0.06,pWkdq78c-PuRE,N,3
uqBBYnqH-GJAv,21,49000,Mortgage,4,Qg2tn0k0-NDvd,Medical,B,2000,11.99,1,0.04,3u3J388N-oqHa,N,2
wR4PmGQm-XEXB,27,42000,Rent,0,9s9XXL0p-xoJM,Debtconsolidation,B,14000,9.88,1,0.33,XFJfeIhh-m9RR,N,5
dqz75FzW-CGyt,32,120000,Mortgage,16,DZ7O9Y0w-31b2,Venture,B,25000,10.99,0,0.21,IdNsbXrm-TfPj,N,6
CGnWNPjx-vRMi,26,46800,Mortgage,3,Y82pOi1W-6igq,Debtconsolidation,B,12725,12.42,0,0.27,iu0xZJke-Z4ty,N,3
SNow7Fll-Nubq,28,37000,Rent,2,DlxH0s2J-G7JS,Venture,B,4500,11.11,0,0.12,S7b0dEBX-Fb5e,N,6
qspy1iwO-z1o4,24,91000,Mortgage,0,HXlC1enE-xmBl,Personal,A,1000,7.68,0,0.01,THDmgBkg-N9k1,N,4
auGJc1U7-4pC0,30,39000,Rent,1,MrghLGX9-7BfA,Medical,A,2300,8.59,0,0.06,XTJcu4u9-LlAm,N,8
Ea6nPZXc-dO3O,25,55000,Rent,9,CKIZkw5x-2CBA,Debtconsolidation,A,3600,8.9,0,0.07,yKhIOtW4-XXCY,N,3
o2f2iWYw-kvy5,30,38000,Own,0,M3i6Qqxb-FRCv,Homeimprovement,B,6000,11.58,0,0.16,qB9rbpLZ-B6MY,N,8
SB85AyRb-RKLv,24,18000,Rent,2,MQ6igkfS-IQxg,Education,C,4000,12.87,1,0.22,xFQJZbF4-WUAa,Y,4
fhwTzAAx-xodz,25,108000,Mortgage,0,4WgAiZQb-ZBF3,Homeimprovement,B,21000,11.71,0,0.19,7AB9Wamw-asdi,N,4
B4nYq6P3-HJct,22,60000,Rent,0,SM28yJ5A-p34x,Personal,A,13200,8.49,0,0.22,KDMP6WCr-8yq3,N,3
OqD3CAKz-jfg3,23,62500,Mortgage,1,tpgLxv7o-mWXZ,Medical,C,9600,13.22,0,0.15,2n0m9poq-ispU,Y,3
DEluR53L-s05N,27,36000,Mortgage,5,4eZjOtbw-g54H,Homeimprovement,B,5500,10.36,0,0.15,wQDkbQRx-AcK4,N,5
qdqmyUSv-fBwD,29,36538,Mortgage,2,UCRv74xy-CF4u,Personal,A,2500,6.62,0,0.07,OnM2ujJc-qyJi,N,7
Bx4sMAZW-Wqj2,21,37260,Rent,1,W2Ms8mrY-3xIW,Homeimprovement,D,7500,14.84,1,0.2,lzqORfBy-fWd9,Y,2
S0aD6C8C-cnQu,29,40000,Rent,3,qU5mImIm-dziN,Medical,B,14150,12.69,1,0.35,qNxN1Ijd-WvL5,N,7
02j1FUBX-fqaB,23,46450,Mortgage,6,cliqSIMa-toLQ,Education,A,10000,5.42,0,0.22,x8qAJUtZ-G0to,N,2
oJ1OQzMv-p2yM,31,30792,Mortgage,15,JbS3lrfF-uARE,Homeimprovement,A,5000,8.32,0,0.16,jG0zMatH-Xk5a,N,9
baq8yXBx-Pf5C,22,30000,Rent,6,YjFgdIpg-C4pX,Education,A,6000,7.51,0,0.2,tvaYhAZR-X8hM,N,4
wLtw4mvx-J8LA,46,47000,Mortgage,5,cm4b67k3-06ma,Personal,A,6000,7.14,0,0.13,h7wahh0h-e9cR,N,15
hA1f4NLw-5lQI,22,55000,Own,4,EwEznMDy-9gdi,Personal,A,2000,7.4,0,0.04,K5GEqOLh-N8MY,N,3
cGmHMmHc-1nr0,25,75000,Rent,2,jL0O6sDT-Glt0,Education,C,6500,13.57,0,0.09,o0FHCD1P-pIFK,Y,2
ETt5pWZC-FqKA,23,65000,Rent,0,7T7bbNvl-U3vj,Education,B,12500,11.48,0,0.19,ui8XDak2-DgBE,N,4
93nBCu8F-qOmS,32,59000,Rent,1,cgExUcnI-TB9j,Personal,D,8000,14.96,1,0.14,QFUMtAgP-qqcf,Y,10
CyYP8Nvd-2ioE,22,40000,Rent,1,Wesps5bY-fIh2,Education,C,2400,12.73,0,0.06,To7gLPvE-j8zP,Y,2
NIqi9JIW-zego,29,92000,Mortgage,8,RrqsfuNs-SPz9,Homeimprovement,A,12000,6.62,0,0.13,5Sq77qd4-ONBj,N,6
PdUSJjHx-TCaC,30,60000,Rent,0,NoINxSqo-1oOz,Debtconsolidation,B,4750,9.99,0,0.08,0Whc3pm3-KbpB,N,7
1yzN9CMm-25Gu,25,109000,Mortgage,9,fKjrr9HY-WoMU,Debtconsolidation,A,14000,9.63,0,0.13,uJxITA1c-gNx9,N,2
iPAOxkog-IAlg,25,29000,Rent,2,iL2FHM1g-UAQ2,Venture,C,2500,12.84,1,0.09,x54KjHrt-Gt44,N,3
KvQUkwsP-10zi,24,55000,Mortgage,2,XxUH0lxQ-wU0F,Homeimprovement,A,8000,8,0,0.15,dlcNaw2L-U9nT,N,2
xu9U1xnD-RXDD,25,38000,Rent,4,CjWd4YWc-MR6Q,Medical,D,20000,14.59,1,0.53,csJO6OxC-zOJK,N,4
4vbLOxP3-FBAD,28,47515,Rent,5,Y8xSaN0n-b79p,Education,D,3200,15.7,0,0.07,ouRIdQi2-CGHP,Y,7
1u7GvDPH-hHjS,29,105000,Mortgage,13,jDDpQwyP-DxwN,Personal,C,5000,12.53,0,0.05,GcADbSLT-Sqdc,N,9
qfYMcoNi-J5j2,29,74000,Rent,0,h0rKAl1A-InSu,Homeimprovement,C,16000,13.79,1,0.22,tqbIj5tx-ZTFN,Y,8
gNnEvNp6-s5yp,23,29004,Rent,7,zqfkT2ci-1HFF,Debtconsolidation,D,1500,14.59,1,0.05,OqDNMomT-y0Q8,Y,2
EspgRsUL-qnIM,21,49200,Rent,4,gew0aYsr-jru8,Education,C,6000,13.72,0,0.12,BhA6aI45-j5uR,N,3
SN92hbf6-N50B,27,103000,Rent,2,YhWZWLok-Ca9g,Venture,A,5000,9.32,0,0.05,6uTvy5iL-RfMI,N,7
Z0rkITn5-aLa0,22,57000,Mortgage,5,7pSXZAgo-hBFg,Personal,B,7500,10.25,0,0.13,fkRh6cQw-tEM4,N,2
sP5Qk6et-RSEq,28,138000,Mortgage,11,13GxvklI-eDzJ,Medical,A,5000,6.62,0,0.04,M4o5ThLW-axd0,N,5
8ihEfzl9-AGLy,24,57000,Rent,0,51O5cskU-pE9W,Venture,A,6000,7.9,0,0.11,WNBm6OBE-llaB,N,3
GrDFRSjo-bSdM,23,92000,Mortgage,7,ut2bxk93-zYxj,Medical,C,18000,12.68,0,0.2,70j2bUlh-F27z,Y,2
F7gHap1F-Or8D,34,48000,Mortgage,7,S0z6FsEg-rmkA,Venture,B,8400,11.71,0,0.17,jkCbw0d0-aIio,N,8
ts5FeWyl-xgwL,37,39700,Mortgage,4,M3XN1cYM-3ei8,Homeimprovement,C,15000,13.23,0,0.38,Z49JI42D-RIit,Y,11
bTNby4gj-ZkqH,23,80000,Rent,2,dvxlwE7l-cwQi,Personal,A,9600,7.88,0,0.12,v5nHFtN8-qUpo,N,4
ojrWfsHy-WKlK,35,88000,Mortgage,18,3jrgnNck-qQap,Medical,B,9800,12.69,0,0.11,Ak9hXGls-ID63,N,10
friKQzlz-uzCQ,24,115000,Mortgage,3,YUAJUfMr-L4ao,Debtconsolidation,D,12000,15.05,1,0.1,zKTp1gqi-Nzaz,N,4
zIXBizFo-0iG9,28,24000,Rent,0,zrDfPxSH-HRwy,Debtconsolidation,C,10000,12.87,1,0.42,XhIvXPqN-iqgA,N,8
mtAiOfCn-eGm6,45,75000,Mortgage,7,Cz5a4JzZ-xOaz,Medical,C,10000,14.27,0,0.13,Io14Rf6Q-2cdC,N,17
5mvOeZEq-6NhM,25,19200,Rent,0,G1rZEr2h-gPCx,Homeimprovement,B,5000,9.62,1,0.26,ELfzYbfv-jIz0,N,2
RvwOqlp2-xHZu,23,55000,Mortgage,7,z1hLf0Ma-tpYL,Debtconsolidation,A,4000,5.42,0,0.07,cYhzhhMF-9f4y,N,3
QcLtJ7gE-t3R4,22,36000,Rent,5,mHZaFxAR-CaqI,Medical,C,10000,13.49,0,0.28,kw4dODo0-ATRy,N,2
4h34HthF-gkcY,24,30000,Rent,8,nJSbgXid-KiQ8,Medical,B,8000,9.25,0,0.27,1U4RjbvM-pWxW,N,2
Ty7QJtmG-eNPt,25,19200,Rent,3,L8AZq7Mn-yWhv,Medical,B,5000,10.99,1,0.26,YJtn6DjW-zPug,N,2
05Gq7adU-tlfE,23,51000,Mortgage,5,JSuqu0vn-3AgS,Debtconsolidation,A,4000,6.03,0,0.08,kEu3TG5n-lkRv,N,2
SKj64MeA-a771,24,100995,Mortgage,6,934SsP7I-R3Hh,Debtconsolidation,A,16000,7.51,0,0.16,fpPxdAqp-u8vc,N,2
tnPyvrDX-ZlGW,23,78000,Rent,3,IbnjnAJb-5t4S,Education,B,3200,10.99,1,0.04,6OwHmqxY-8EJh,N,3
SUezlZSu-MzR2,26,97500,Rent,10,QAhZnNL1-8vCL,Venture,E,5000,18.39,0,0.05,DQpiz8FN-UI8A,N,4
3wsfEApw-bktS,24,73440,Mortgage,7,gcr17JFt-2lPA,Education,A,7000,6.99,0,0.1,BCutfBIK-WaAa,N,2
NKbC818E-vmLR,22,58380,Rent,2,YSTuR6ya-WgKT,Venture,C,5000,12.29,0,0.09,HrD6b1sF-5NWG,N,3
bEriU8kL-cbEo,23,80000,Mortgage,5,JaaKBBiJ-9hTJ,Venture,A,2000,7.9,0,0.03,Tp0GLbLm-hQKE,N,4
xzuDHA0C-cLZL,32,52000,Rent,3,k3NFfIde-xm6m,Education,C,4200,13.23,0,0.08,pH50QiTJ-0jqz,Y,10
eLO0F284-Zfb4,30,45000,Rent,4,2ofnp0UN-FjNK,Venture,D,10000,13.36,0,0.22,ItcZeKnN-SaYG,N,9
RBpWezyP-M84E,30,20000,Rent,4,8buJ57Ff-dLdL,Personal,C,6800,12.84,1,0.34,DiLOMMlk-ZTBR,N,6
FuGJdGIh-Rem3,22,43000,Mortgage,4,XBRSg1dC-s3mi,Personal,C,6600,14.27,0,0.15,sa77BMSw-l5JQ,Y,2
lwCZ5DHh-Zl9o,24,28000,Rent,3,6I6M89s4-sfPI,Venture,E,6400,14.75,0,0.23,RjkyiWIM-1j1l,N,2
utz9zLs5-LfA2,34,85800,Own,11,yDXzlslK-csQr,Venture,A,5000,7.4,0,0.06,B9O6P0dO-Zhon,N,6
3IUXWl9k-zZBI,34,60000,Rent,0,ttJ8KxwC-rjfe,Education,C,12000,12.22,0,0.2,r5smB5sd-MkUA,Y,7
X1hOll5o-0GQ0,22,22800,Rent,4,LQz8M2hU-L0rJ,Education,C,5000,13.85,0,0.22,nFixUgRm-iuwZ,Y,2
XQRYqwn2-1OnI,40,80000,Rent,0,fXzDq57B-A1Ax,Medical,A,6000,8.94,0,0.07,jL8c31Kh-G5B9,N,11
uRSYhJ32-ARP1,23,45000,Rent,3,g6b2MYwB-c4iU,Education,B,3500,10.59,0,0.08,gTJ2AIiI-ETg8,N,4
n5kjPGXc-X26m,28,22188,Rent,9,H23kjItw-57a4,Education,A,11500,8.49,1,0.52,UA80ezoL-9F94,N,5
JPe4dw7b-tQh7,23,120000,Mortgage,7,Cwzttecz-sftK,Education,A,10000,7.51,0,0.08,h824I7wj-DKOm,N,3
couWuInE-4ecW,39,94000,Rent,1,RTps8KYI-iH7U,Education,B,3000,10.99,0,0.03,NhuFRpQo-1hUN,N,16
xL5KgiDP-qDzJ,24,33600,Rent,0,vDuPSYEl-5MGL,,,13500,8.49,0,0.18,qInqFjzd-6AG8,N,4
rng4tpZT-XzAk,24,55000,Rent,6,lUiqHJAT-e6cG,Debtconsolidation,A,10000,8.94,0,0.18,Nu1Tv0CJ-hjlp,N,3
9k5X6oJu-a6Ov,24,52800,Rent,8,baSFHtOK-WWeQ,Personal,A,9000,7.49,0,0.17,2a2qwE8E-TAfQ,N,4
9zl10hLR-08C7,22,32004,Own,0,JcgUdxwh-zbEj,Education,A,6600,9.07,0,0.21,yJe77YFB-SUJ1,N,3
3iA13IL3-cSCQ,23,34174,Mortgage,8,GB0x5o3Y-8sCi,Personal,C,9000,13.47,0,0.26,ZlIZJUtT-FWMy,N,4
SiPDzWMS-oU2B,21,45176,Rent,1,18evmfGj-3p6C,Medical,B,12000,11.49,0,0.27,LXuAPRKc-L9IB,N,3
q1LqWfYG-arbJ,24,24000,Rent,0,g7jv5cmk-OJKW,Education,B,6500,11.36,0,0.27,LRrbjb89-m5gt,N,2
QE0Xpge1-xxtl,24,133000,Mortgage,8,lhO2eypl-dDFO,Homeimprovement,B,3000,11.99,0,0.02,ozWQevTP-b4QF,N,4
RBsb0etK-HvS1,29,62000,Mortgage,6,azXRZyEG-RE5u,Venture,A,12000,7.51,0,0.19,Sje6yvUC-rlA0,N,5
fk8sQtEx-MsRY,25,30000,Rent,2,9WXPPZDN-ctKO,Venture,E,5200,17.19,1,0.17,vvuSPoIc-pXPc,Y,2
6icIoPbX-Yn2Y,28,90000,Rent,12,o4U3X4D0-0iJq,Medical,C,12000,14.65,0,0.13,o68CpAf4-PaZh,N,7
wlDj9iqC-i8tI,29,28800,Rent,1,7Ylx2lo4-XrEk,Venture,A,1400,7.9,0,0.05,qDGNfjjc-uFOK,N,5
CJ71g927-rHqh,22,33996,Rent,1,fMMoI17J-Lix3,Debtconsolidation,B,8000,10.51,1,0.24,WNAj1q75-mmXb,N,3
AcXrFkYc-0eDL,26,54200,Mortgage,3,069WBFSY-qG2Z,Homeimprovement,A,7000,7.49,0,0.13,NQA3Sa3H-M8JP,N,3
PblKv7S0-LQgz,42,26568,Rent,6,z0UFRiZo-78gU,Personal,B,2500,10.37,0,0.09,GTClwxI2-eLbr,N,14
5tL4LGHx-AKcO,25,145000,Mortgage,9,FLNQNgyK-WCrC,Homeimprovement,A,8000,8.49,0,0.06,j6HQFmP3-TFBK,N,3
c7KI2CfS-4UUd,22,97000,Mortgage,4,uPyLWsJU-WeQX,Personal,A,5000,6.99,0,0.05,JqZcLxpP-SIiG,N,4
R8xtmXNz-zt6i,44,54400,Rent,3,peQLYJLc-eDaZ,Medical,C,5000,12.61,1,0.08,HllQ9arv-6NAx,Y,14
zvXW269D-19LF,24,48661,Mortgage,7,hH4yp1Cx-cRjb,Education,D,8000,17.58,0,0.16,OAp0ukkT-QYD4,N,2
aJ05mUS2-l1le,23,55000,Rent,5,puC4Eu2m-rxNP,Personal,A,3600,5.99,0,0.07,B6FSRyw6-kBT9,N,3
Z75378x2-FFZs,26,53000,Own,2,e6cFsIDM-6bJh,Homeimprovement,B,2500,9.91,0,0.05,jl3m57T2-h6kQ,N,2
LXT61sBa-TvQ4,29,36000,Rent,13,3P48fABI-eiAO,Medical,A,12000,7.49,1,0.33,o7PtPoQA-ijOo,N,10
nKkSIF64-NFCW,26,43000,Rent,8,Yo4KdjSR-gxDi,Medical,A,7000,7.29,0,0.16,MZSXvfsL-7RNv,N,4
jLR4lsXv-OIpU,24,176004,Mortgage,2,ch23KhwU-9Ye4,Debtconsolidation,B,3200,10,0,0.02,lb5thxSn-EAw5,N,4
RbC5DLyf-5EW6,27,44000,Rent,6,fPHlhrRP-jiKD,Venture,A,4800,7.51,0,0.11,oLW6vbWF-LqIL,N,10
