loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_id,loan_id,cb_id
vAjI3ckL-K6Zn,Debtconsolidation,A,3000,7.51,0,0.06,iYKxJZLg-70FQ,vAjI3ckL-K6Zn,e08IbbL7-qGBD
WjsB3A5U-M9yz,Personal,A,6250,7.88,0,0.13,nGvWhhCA-ds5m,WjsB3A5U-M9yz,lRMPqCm8-s26y
HF30fM0P-yKSX,Education,D,8000,16.49,1,0.18,NxXHx7s5-m0CR,HF30fM0P-yKSX,Ngwc8sy1-xlpm
bH2TBykl-Uq3G,Medical,A,10000,NULL,0,0.22,dmDfcrla-s4QA,bH2TBykl-Uq3G,U65Rrq1H-FvJW
dcGe3qWY-pye5,Personal,C,12000,14.09,1,0.05,nynMujkK-RJ9e,dcGe3qWY-pye5,Lf3GBA1x-1iKM
5Hq4fcCX-YYb0,Venture,B,8000,10.74,0,0.06,hxyo1l5Y-IiQn,5Hq4fcCX-YYb0,Ere7ZzB0-2NXC
As3pM50J-P5Jc,Venture,B,25000,11.49,0,0.19,X506OG6h-Yxn5,As3pM50J-P5Jc,CRGUUWoZ-pRSU
T0w8jSBp-hpnq,Homeimprovement,B,3550,11.49,1,0.35,XypQq5tT-p5yR,T0w8jSBp-hpnq,Y8YKIKWN-lndo
drPGMCYw-titw,Medical,D,10000,10.65,0,0.1,RQxDXlaG-wPsD,drPGMCYw-titw,7LT0a7vw-5Kqq
HXJYLv2I-9SaR,Medical,D,25000,15.7,1,0.27,ZpYqk26z-9yBD,HXJYLv2I-9SaR,ICH4YyFS-I0Mf
Uj9A3QSw-NHjA,Personal,C,12000,13.49,0,0.16,uq3pj7ci-zzXp,Uj9A3QSw-NHjA,Tua6E6vm-uJRB
rIqOTE3F-HWel,Personal,A,10000,8.9,0,0.19,iK0sFzCA-mmAq,rIqOTE3F-HWel,gCAmG7QS-SARj
PDpdl2hQ-Sszr,Venture,C,2500,13.11,1,0.2,RSQpYv0W-D6Oo,PDpdl2hQ-Sszr,oZ2iPvfD-HdIo
DfYUZrlI-Iyb5,Medical,D,7750,15.31,1,0.07,2jhcDM5S-lIgH,DfYUZrlI-Iyb5,OpoMeJSS-sOtR
L3TbIEiP-KTUX,Debtconsolidation,B,15000,NULL,0,0.31,NOsABoqK-ZQOu,L3TbIEiP-KTUX,dXNRXXsm-d9wv
E96XDZx4-1SxP,Education,B,25000,11.48,1,0.38,2Z8Lcstu-BR3F,E96XDZx4-1SxP,zI6P1Fta-IZR6
oM3gstOU-PCvK,Education,B,6000,NULL,0,0.1,0AXpIdOt-3KR5,oM3gstOU-PCvK,cdU0jOjm-HT0h
32HQNLf9-QjXX,Personal,C,15000,12.87,1,0.31,UcbN1IvW-4OTE,32HQNLf9-QjXX,tTJeH6cN-kfPC
mBsTqh3k-idhk,Medical,A,28000,8.49,0,0.21,Q3fSSLwW-QJI4,mBsTqh3k-idhk,bdSa5ObD-6oJT
8akqbPwu-FcQ9,Education,A,5300,7.68,0,0.17,wqE7aw0Z-UH3e,8akqbPwu-FcQ9,QomjXHUN-zq1r
kckEbIQj-Fxtl,Venture,B,2700,11.86,0,0.02,PQRPPPc2-xlEb,kckEbIQj-Fxtl,ADIRM77D-HXaE
Cyds9joT-CBti,Debtconsolidation,B,14400,10.25,0,0.19,LxQAfykk-U6Ex,Cyds9joT-CBti,bq6fFnHm-q1LD
mkeWNMs0-hskA,Education,C,15000,13.85,0,0.26,4aNH1p6C-DiLu,mkeWNMs0-hskA,a9frldSp-snyJ
pJPdiM02-l1Rv,Medical,C,1500,NULL,0,0.05,AGb0EP8U-Fd1u,pJPdiM02-l1Rv,eHCX1mDE-tbKI
WrA2xYNK-45Hb,Education,D,4800,16.29,0,0.16,7YcmvgAi-GWGY,WrA2xYNK-45Hb,RMTyf6Wm-vQ00
hiq9uY5p-YRWt,Venture,A,12000,7.51,0,0.14,ZyTaSh9G-Fyj7,hiq9uY5p-YRWt,XXLQ1WnT-N9aW
w6lkUCFr-2f0E,Homeimprovement,D,NULL,7.49,0,0.09,QeWSeYYL-eIpl,w6lkUCFr-2f0E,uh0I0aAK-prB5
hN4uwAd4-JcHI,Debtconsolidation,B,12000,11.71,0,0.13,OiRUIbQK-H1Qk,hN4uwAd4-JcHI,9FU9HSxd-YICX
WbWqQ4Ff-QQAf,Education,B,20000,10,0,0.41,1SJ36mD6-aKAM,WbWqQ4Ff-QQAf,SOL2jcQN-Hu99
GlE4tyn8-b56c,Venture,B,6000,11.14,0,0.09,jHqo1KlN-NacP,GlE4tyn8-b56c,E78zNnuG-mLez
Xpmd9kKz-BAaA,Homeimprovement,B,20000,10.74,0,0.13,QsH0pAPF-pBh8,Xpmd9kKz-BAaA,MODECcmS-kRUB
hSnhkWEu-POOi,Homeimprovement,A,24000,NULL,0,0.21,TaQyuL4g-leGw,hSnhkWEu-POOi,Gh9tarBI-q0CY
MunqPetT-Nyb6,Education,B,2000,NULL,0,0.02,rhitH47M-NBUt,MunqPetT-Nyb6,OJ4yXZ3H-uKi3
immMrl9p-Sm53,Debtconsolidation,A,7500,7.29,0,0.17,H14Wwv4r-biW2,immMrl9p-Sm53,HhRlwFmQ-L26P
fnPyYpdP-2S8Y,Personal,B,20000,NULL,0,0.21,IDhm4OSH-12eE,fnPyYpdP-2S8Y,AP1Noc5c-qiYY
gEay6CjH-NnQm,Personal,C,4750,12.23,0,0.18,F6goumOl-MSMn,gEay6CjH-NnQm,6mOW7pCE-qOmu
agFOrv3l-MbAB,Personal,A,6000,6.76,0,0.12,zFXWmlGU-zrSv,agFOrv3l-MbAB,hZjiDJF8-3bYy
DXFNBBoY-L0Sg,Venture,D,6600,16.49,1,0.22,OtL6Je0o-yYt8,DXFNBBoY-L0Sg,44ehseI6-tcoZ
HlL3WDiI-FeY1,Homeimprovement,C,3500,12.99,0,0.06,NBKyIWJh-XxPd,HlL3WDiI-FeY1,kejFri0r-2ouo
rNv5agq6-Kn8n,Personal,B,14000,10.99,0,0.26,LwX8COIE-ISHW,rNv5agq6-Kn8n,MwIqWcUq-44Xu
5TjeyegU-DH9l,Debtconsolidation,C,1250,13.23,0,0.01,OBK9hrRN-cbBp,5TjeyegU-DH9l,J5CCex2B-kcfW
ID3Utj8j-7MFx,Education,A,6000,NULL,0,0.18,wtPFCOiY-rWIE,ID3Utj8j-7MFx,Svkh0Fq0-bkbn
eKTUmd6w-sHBE,Debtconsolidation,A,10800,8,0,0.08,wP1Fjkpc-6x1D,eKTUmd6w-sHBE,7S4ddgv9-jDj9
63I7kbUv-aWoX,Venture,E,4000,17.99,1,0.13,2o7nxYC7-6Cf6,63I7kbUv-aWoX,j9u1jGHL-zU29
kawbTAzq-z9zh,Education,D,15000,NULL,0,0.11,mSmui4jC-pu9f,kawbTAzq-z9zh,C5XHUH2H-8Smy
iDOCIhxB-FQfj,Medical,A,6000,5.42,0,0.05,eW0NNkHZ-8ooe,iDOCIhxB-FQfj,qqUkpyGB-oxXK
ZtkAcbcU-44TF,Debtconsolidation,C,4000,12.98,0,0.12,oAOmHUUg-BiAB,ZtkAcbcU-44TF,SdfMsEB3-Hhx3
ozPeMOxW-j5xq,Venture,B,5000,11.86,0,0.16,epDpHbC1-Ax1Y,ozPeMOxW-j5xq,0Gmrs9PM-47cs
G4CPZssB-zgsR,Homeimprovement,B,12075,12.42,0,0.07,zsanuObj-bfX9,G4CPZssB-zgsR,szB94OeF-qYnF
tcyU6hWO-edey,Personal,A,10000,8.49,0,0.12,aEsxlzUC-Ng8u,tcyU6hWO-edey,pMIkvOAW-2tnE
YRq3UoYf-lKBJ,Homeimprovement,D,9000,NULL,0,0.16,ry9su0CX-vYhK,YRq3UoYf-lKBJ,nEoeRglU-t1nT
fukEF1sn-TApl,Debtconsolidation,D,15000,14.62,1,0.16,iTPq6gN7-IHhl,fukEF1sn-TApl,cfHScbAE-zwDR
JE5yjgae-FDXy,Venture,B,24000,12.18,0,0.12,raabOB5b-Dldg,JE5yjgae-FDXy,RKWwEjCz-ts3G
MAkB6tcI-fZBC,Homeimprovement,C,4650,13.49,1,0.13,j7ar0qUR-q5UP,MAkB6tcI-fZBC,xuDKqZrs-eApu
i79xD8i4-BuzF,Homeimprovement,D,9250,15.65,1,0.29,pixS4R8D-BX7q,i79xD8i4-BuzF,elGeXXIL-kh70
RurABKJ6-XMM0,Venture,A,10800,6.03,0,0.24,nsP9oDZx-hBnd,RurABKJ6-XMM0,S844zjup-FfSY
O0eLB2L1-SpMS,Education,B,10000,11.86,0,0.25,oh6P4WhY-oWlC,O0eLB2L1-SpMS,EjDNRRnR-TiH9
Bet48dJH-KFkq,Debtconsolidation,B,12000,10.2,1,0.17,CyQu921S-EHLE,Bet48dJH-KFkq,gru8DGqA-8QEF
Ala8rCRs-dAJq,Debtconsolidation,B,8000,12.53,0,0.1,4QeGQidN-QPXv,Ala8rCRs-dAJq,IK0NpDun-21ft
OAn93Lwv-hBW9,Medical,A,11500,NULL,0,0.23,SQD8gfMs-TuBg,OAn93Lwv-hBW9,ipkfqU2S-aW4E
s0IDm3vS-87CT,Education,A,14050,8.9,0,0.12,4rBDGpNY-Ofv7,s0IDm3vS-87CT,1EJYj7JB-gtJ3
4Lf2xZ2O-vuS4,Homeimprovement,A,10000,7.75,0,0.09,Jlf5l7aS-JInt,4Lf2xZ2O-vuS4,E6rWFBrT-WPBM
6f4gbOem-1MBH,Medical,B,6250,15.96,NULL,0.21,Id04ORe5-Ei4z,6f4gbOem-1MBH,qv8OLlbQ-lumk
tGow3Jaf-bSLX,Debtconsolidation,B,20000,10.99,0,0.36,t6rqOojd-mi2d,tGow3Jaf-bSLX,BUayIr1k-LBcg
qOhHASYP-t0oe,Education,E,7000,17.04,1,0.21,7WH9ZD99-0SH0,qOhHASYP-t0oe,OGuiCPiu-BJhg
zzpyfzoF-Tl8E,Debtconsolidation,A,10000,NULL,0,0.2,8rqq7RBp-EqFW,zzpyfzoF-Tl8E,FqtaaBsM-XpJy
bszJ2afd-f7MQ,Venture,B,12000,11.71,0,0.18,OyIJa5Wc-xAur,bszJ2afd-f7MQ,WaS4ZAGQ-UnxN
Dvn3iYIF-jr0e,Personal,C,5000,13.22,1,0.05,JikZsX5f-NE8T,Dvn3iYIF-jr0e,rko3wHeC-7HcY
Uplgy45n-3tkg,Medical,C,8000,13.85,0,0.18,3jilnowL-AcEq,Uplgy45n-3tkg,tyX83zOn-TeDA
32660GhQ-NZUI,Personal,C,10600,12.99,0,0.16,3TUR245z-A4iq,32660GhQ-NZUI,k9oQ8rSL-i2JF
xwr7641C-elJp,Medical,A,3075,5.42,0,0.09,WqYS1Jeg-XCxj,xwr7641C-elJp,hu1oQXZW-4LTc
WnxYiGRX-BmHW,Personal,A,12000,6.62,0,0.13,MCrO89Ue-JxEM,WnxYiGRX-BmHW,ayYuyRBH-n28U
AurZSbC7-s3uo,Personal,B,6000,12.69,0,0.07,PkCBflb5-OHPg,AurZSbC7-s3uo,sNcIqt1l-SNla
aOu7Sdu4-wSf6,Medical,A,3100,7.51,1,0.1,0qGYLCfi-bGK8,aOu7Sdu4-wSf6,rPqIJTB7-suco
EIyo05qj-QXgt,Education,A,9000,6.91,0,0.14,WSvrg74r-n4KC,EIyo05qj-QXgt,Pc73d560-GrKI
xXmBe2vZ-ds4x,Venture,C,4800,13.98,0,0.1,WiRlDDFb-9Q4i,xXmBe2vZ-ds4x,iR1KHQyn-Erzs
UpcKkvIU-mGZO,Debtconsolidation,A,7000,7.29,0,0.23,ybFXxzNu-XeyY,UpcKkvIU-mGZO,J5sOplon-zw9R
vOrefKja-1BbY,Debtconsolidation,A,10000,7.49,0,0.16,yZkrgJnH-97Zo,vOrefKja-1BbY,ENshD5uJ-zaso
wR8IGtnZ-7mFO,Venture,A,10000,7.51,0,0.1,PjlQ08mB-Da0P,wR8IGtnZ-7mFO,9SPm1qqY-7cxf
OR9mtUzf-Or5u,Education,B,15000,NULL,0,0.14,gOSPlrTL-3jAQ,OR9mtUzf-Or5u,WjEv76E6-SFaZ
r7NcNOX8-OQ26,Homeimprovement,A,10000,7.51,0,0.09,NJYbo3Ae-pRMN,r7NcNOX8-OQ26,JKFcFd3N-Grvr
gOTbf3Oz-lnMd,Venture,B,9000,NULL,0,0.17,lL9D2wrj-yj1S,gOTbf3Oz-lnMd,WCHzBe7u-DFCq
yk2ktsxh-TLES,Debtconsolidation,C,5400,15.27,0,0.05,ocm7Homx-q0xt,yk2ktsxh-TLES,AE4yJ1s9-Qvqk
ZyH0RhsF-yJdi,Venture,B,8000,11.12,0,0.05,p61EL5Pi-5yrP,ZyH0RhsF-yJdi,nwBl1CHP-GFbT
yei0Msql-xOaz,Education,B,4150,10.65,0,0.04,2cWYZcJS-87w3,yei0Msql-xOaz,INEAWPcS-JU9f
QfKRl5f8-Atml,Education,B,10000,12.18,0,0.17,9XbRH8ej-bbT6,QfKRl5f8-Atml,erecdSQz-7yPm
7FPRsmp9-Rujw,Venture,A,6000,6.03,0,0.2,UGeXeb7R-yqf1,7FPRsmp9-Rujw,LNQ7ZPDX-gYKA
1rpWl0Y4-5BYJ,Medical,B,6400,10.99,0,0.08,kxcYx5JU-iDf8,1rpWl0Y4-5BYJ,1qKaCxWZ-5Kkm
SczaPDYE-0JR2,Homeimprovement,C,10400,11.66,0,0.18,QJtrt6Di-iuCG,SczaPDYE-0JR2,CS4zm35S-ql45
A7Zt2fCG-TomM,Debtconsolidation,C,14000,13.48,0,0.11,866JW48X-S8Hs,A7Zt2fCG-TomM,0rDzxmLT-N5Ep
md4QrYTJ-UyeN,Personal,D,2500,15.99,0,0.07,TY3qrqmW-DUio,md4QrYTJ-UyeN,Kad2A9tu-NqCk
Ago6jIGH-gzUY,Medical,C,10000,13.16,0,0.23,W9enPhdv-KiF6,Ago6jIGH-gzUY,9U7zPOnP-EoOl
uT5qwAMP-csC0,Medical,C,8000,9.88,NULL,0.07,4sjIo8PS-GbdE,uT5qwAMP-csC0,WnamlKg4-apKG
DI7vT5dP-psi0,Personal,A,4750,8.49,1,0.32,WqHIE6Ub-jASB,DI7vT5dP-psi0,Azq9hIY1-x23H
Ex78cfIc-0JQS,Debtconsolidation,B,15000,10.75,1,0.31,MsRzF2DL-NOEh,Ex78cfIc-0JQS,hZp8isxI-6bwD
LTCwi9Wz-HLkQ,Venture,D,5125,14.84,0,0.03,eDUa42Lt-0tNq,LTCwi9Wz-HLkQ,QSwzy7NW-I4id
t38JzU2S-WJkG,Medical,C,12000,15.27,0,0.12,n1SGy3zO-mLLM,t38JzU2S-WJkG,0YP668B0-89Kl
H2UnABwy-d1s1,Personal,D,20000,13.3,0,0.4,JKOcektC-AqAo,H2UnABwy-d1s1,MPUrRhoY-ypnb
tsf37AEL-srJs,Homeimprovement,D,25000,16.02,1,0.32,wuM1Jfre-U3o4,tsf37AEL-srJs,hsU2TWI0-Lb74
1fKpyyx6-1hK1,Homeimprovement,A,10000,7.14,0,0.17,4vvfhb7G-OjPW,1fKpyyx6-1hK1,FZU1Fs1c-M2Rn
e6qMlnT8-6k31,Medical,A,5000,5.79,0,0.08,7RBzhM09-Jmsu,e6qMlnT8-6k31,3BWNwYSw-PkC4
q622cJTX-Uqdr,Medical,B,5000,10,1,0.17,Ww55juC7-WFMZ,q622cJTX-Uqdr,B72LZCHl-EQMq
1yOfSpE1-cSbz,Medical,A,5000,6.03,0,0.13,gzUEtrT1-caCh,1yOfSpE1-cSbz,I6oeMAGW-Si9m
cN47K7Aq-MhGC,Education,B,7000,10.99,0,0.09,7FuRPybf-tjaj,cN47K7Aq-MhGC,ZtpoOyOZ-MyrK
Y4HAtmfy-Xrxk,Venture,A,10000,5.79,0,0.42,Nv4qF8xi-EmDt,Y4HAtmfy-Xrxk,k4NS8IJ6-uGs5
pAc6f45C-HClo,Medical,B,6000,11.86,0,0.17,hJC81Hsq-Bbc7,pAc6f45C-HClo,LKA09Qee-lm2j
Y49NtB1N-oKLT,Homeimprovement,B,16000,11.12,0,0.16,tXMHiW8C-bclS,Y49NtB1N-oKLT,iPX7GhCU-9hGD
qFE7Qgpw-nwst,Debtconsolidation,D,10000,18.25,1,0.12,1PycETDW-geLt,qFE7Qgpw-nwst,2J4wSLYc-ceWJ
6Y08L5Pn-UN7Q,Education,B,15500,9.25,0,0.09,qIBpoICd-nQbJ,6Y08L5Pn-UN7Q,XKhRZJK7-bozc
A1oMz4Gy-7x7X,Venture,B,7300,11.14,0,0.27,naQjDiFq-EyMP,A1oMz4Gy-7x7X,NpWJ6Tev-jCWS
OtlsjZ26-n40j,Venture,D,24000,15.31,1,0.36,sgsB60yB-Sz8r,OtlsjZ26-n40j,blTpeq3E-B45v
h3QXRJIy-OAj8,Personal,A,12000,NULL,0,0.39,QHEekoG5-c8nH,h3QXRJIy-OAj8,cfX3ZbzR-AbIi
YfwtmsLv-CU78,Debtconsolidation,C,4800,13.22,0,0.11,k4Z2EQJb-vglu,YfwtmsLv-CU78,x5xYdeAG-R34K
PAOSnUQI-SPoW,Medical,B,6000,10.62,0,0.15,OHecmbrB-dYCT,PAOSnUQI-SPoW,1LjCkuzC-gF7U
Tum2lkFm-K0uR,Education,D,11100,16.77,0,0.2,kQf0Tsaf-zl1F,Tum2lkFm-K0uR,evNwc6Sj-0F0X
EHgWIt8S-WEmt,Medical,A,4000,NULL,0,0.08,UqeOO92S-vJ6D,EHgWIt8S-WEmt,PJYoPYFz-Wjdz
gIAvNifD-dESo,Education,A,8000,7.49,0,0.11,7z3AiLcF-nP2l,gIAvNifD-dESo,gPkpSwkX-4dcy
T1wrBMN5-XPBh,Debtconsolidation,B,16000,10.74,0,0.05,JS0aLjNh-lkPk,T1wrBMN5-XPBh,vh9TcDEZ-nS5C
TsWPJFcd-tIOR,Medical,C,8400,NULL,NULL,0.04,rYPz6ZGW-dtn3,TsWPJFcd-tIOR,Ctc0OzM5-RZw9
IekCKQ0k-T8lI,Personal,B,12000,11.83,0,0.13,7kvpju9K-YnDC,IekCKQ0k-T8lI,b2lKm9ek-oatg
aFkFYEds-CRiY,Venture,E,14800,19.42,0,0.19,3L0l89vv-iB5t,aFkFYEds-CRiY,CeAteCEb-UAPy
G4EwKeQ6-SR3X,Venture,D,8000,16.77,1,0.14,iG4ihOnr-Jh5h,G4EwKeQ6-SR3X,7q0hlgHn-R2fY
mWxdOF2p-j4hu,Venture,B,8000,9.25,0,0.19,CLvFnnlh-6gEb,mWxdOF2p-j4hu,rDbheC3I-EIEN
MUjAd447-ETUh,Education,E,17500,NULL,1,0.4,tGyza5S0-kFRh,MUjAd447-ETUh,QdQa5Uk3-zlpE
n9OzeZHn-1sjU,Venture,B,3500,12.18,0,0.14,25vYf9ZC-bhLH,n9OzeZHn-1sjU,P2wxdd9y-Q9iD
uG96he3G-pcdJ,Homeimprovement,C,12000,14.72,0,0.21,uXIIGpqS-JY2U,uG96he3G-pcdJ,QxtZnP9w-Zlph
UCvb1sZY-ZPTa,Education,B,6000,9.99,0,0.13,d3KQ9THC-T8gb,UCvb1sZY-ZPTa,M9KHwKem-meO6
nUPHPFae-vSFA,Homeimprovement,C,1550,15.27,1,0.12,aoUrBypT-q2Uk,nUPHPFae-vSFA,TTq13q3Z-FHsn
HlsRw70L-GZcr,Venture,B,16000,12.18,0,0.13,YYenhmc8-9RFj,HlsRw70L-GZcr,8X4JadNd-TeTt
SeeuETbA-xtup,Education,C,2000,13.85,0,0.05,gOFGhkJb-EAgG,SeeuETbA-xtup,jXgQvS9S-M1pZ
ucY2U8mF-gw7r,Education,D,6500,14.11,1,0.22,SUuFeKRm-3h80,ucY2U8mF-gw7r,3ejeNPYj-H6Qr
84LFiI63-4ZXD,Venture,D,8000,17.27,0,0.12,557Zngqr-1XiM,84LFiI63-4ZXD,T5lGg8so-a8tW
TdmeQgu6-k0LL,Venture,C,12000,12.42,0,0.34,lZiKtxzs-SJdm,TdmeQgu6-k0LL,sOofhEiR-2ZUJ
B28jFM8o-v14H,Education,B,14125,12.42,1,0.36,LQxYRDOX-S90a,B28jFM8o-v14H,P8xyuj6M-ilbC
oBtDWvgn-0lib,,B,12000,NULL,0,0.06,KYiBc690-SNmp,oBtDWvgn-0lib,cgF1v0HX-FSmw
IAaXmMyZ-9Q07,Homeimprovement,A,3000,6.76,0,0.1,M2DotCgr-y3ZC,IAaXmMyZ-9Q07,4XBzxao1-tR4J
dCMwBAee-j5ow,Education,,4000,NULL,1,0.21,GZgfs2HW-YsGI,dCMwBAee-j5ow,AjjP5s08-6fiH
XROJ9oiT-eyIZ,Education,B,20000,NULL,0,0.2,iYPS4KaE-IAlJ,XROJ9oiT-eyIZ,JyvrArbS-leoL
S1nodyXk-cWiE,Education,B,7500,10.39,0,0.12,7YodjavJ-IZFR,S1nodyXk-cWiE,bbACtopF-uCi0
HRWhuwH6-qDgh,Venture,D,10000,14.61,0,0.16,jRLazGbx-bzl0,HRWhuwH6-qDgh,00gY4wj6-PyJ0
ncHTXMUI-KT3v,Medical,C,3600,12.23,1,0.33,9C7LBsE0-ScQ7,ncHTXMUI-KT3v,Df9pXJlq-x68w
qD44yZuT-9Oe8,Venture,A,12000,7.88,0,0.17,sWv3QsOL-H6l9,qD44yZuT-9Oe8,3hyGXian-EXsS
9N5woqOA-eswX,Debtconsolidation,D,18000,13.24,0,0.3,YRDMXMlF-qiTN,9N5woqOA-eswX,7ZYFn2Ph-dBzA
fBo2tQ8U-e6uk,Education,B,12000,9.99,0,0.2,GTIjbsui-8WSk,fBo2tQ8U-e6uk,EvQzuUr6-slKn
8Z42d638-qbOe,Medical,A,9000,5.79,0,0.17,q66F2ujr-6GTq,8Z42d638-qbOe,am9fIFiA-DmdP
E2L4jRCM-OKm2,Venture,B,25000,10.08,0,0.17,wTPiFm9a-wmR3,E2L4jRCM-OKm2,2SK5iWIj-WLXH
IsePSeFJ-3D3r,Homeimprovement,B,10000,10.99,0,0.1,xoXwiZun-4ZYw,IsePSeFJ-3D3r,iePYoOyv-or8c
4faWdllN-kbeh,Education,C,2800,12.29,0,0.11,m1biGgXU-x8cO,4faWdllN-kbeh,qYf8AZnD-T1xF
4JablqNz-Rrhz,Education,B,8000,NULL,0,0.17,Hx4WIx3M-Qlg1,4JablqNz-Rrhz,L6dmLJAc-2dBt
xjLRNQEr-Q5rH,Medical,A,7300,7.29,0,0.15,Z6bfLw2E-J8il,xjLRNQEr-Q5rH,45HZlz7C-eCnE
jZpZB9RX-aqRk,Debtconsolidation,C,17000,13.61,0,0.17,UumqssSR-OxcF,jZpZB9RX-aqRk,MRd845XQ-wLGI
F7WuKkEY-wNpT,Personal,D,6600,16.89,1,0.16,dobhcet5-tSeS,F7WuKkEY-wNpT,0qfLH0gg-A25N
j71GICXU-EW25,Venture,A,7200,5.42,0,0.08,zltxn0TM-hJRe,j71GICXU-EW25,P7D01ixz-ei64
MAIe0qP5-br0b,Debtconsolidation,C,2000,13.22,0,0.04,aHgwDtLF-Mik0,MAIe0qP5-br0b,r5gNm0gJ-UQHm
YFrktI5R-SpQR,Personal,C,10200,13.16,0,0.24,gv6chOcg-RdrG,YFrktI5R-SpQR,T1vZ34u8-Fsx2
IBRScZAi-pERX,Education,C,10000,13.57,0,0.2,z1YrnE4q-CS31,IBRScZAi-pERX,Y51A1xjh-UlSG
zEbB9ylf-wDnW,Venture,C,10000,13.48,0,0.29,Lxq6cC4m-K3IM,zEbB9ylf-wDnW,T03C7WlG-Gxvp
kc7a1k4h-v69R,Venture,B,3825,10,0,0.1,dKzdxtKH-UaOI,kc7a1k4h-v69R,rwoWHhud-eEkh
9yndhtJW-FOuK,Medical,D,8000,12.92,1,0.18,oyYKtO7D-Th33,9yndhtJW-FOuK,tjmejDki-Ox4K
ZU8JYJa5-02vc,Education,C,15000,13.49,0,0.21,WwGmATlP-KWuB,ZU8JYJa5-02vc,O4G1633P-eJA0
kx9sDgZb-827H,Venture,A,8000,6.54,0,0.11,O8gFkal5-k3kI,kx9sDgZb-827H,XDnWKPvY-iaLQ
klyf3QsA-OvDC,Personal,A,12000,7.51,0,0.23,N3MF7TpE-qwtz,klyf3QsA-OvDC,jFLJgHG7-3IGk
kFk8kl0J-t6wS,Education,A,35000,7.9,0,0.3,1tG7Gs3v-eRSj,kFk8kl0J-t6wS,roI8FpUJ-AH7T
PMElHmMf-NFsd,Medical,B,3000,11.71,0,0.06,GaFfkCKq-2gq1,PMElHmMf-NFsd,JrTDuGFT-Nu7G
BPxWNpDf-42mP,Venture,B,5600,10.65,0,0.16,5BSlRMwy-yQmp,BPxWNpDf-42mP,2sPA44Lf-4rZl
Hi8zACdd-gJ8U,Medical,B,8000,10.65,0,0.22,gLXPS3MG-q70c,Hi8zACdd-gJ8U,5wiiOgnh-uIx2
zK3at60U-DBQS,Personal,B,12500,10.25,0,0.21,RfzauctK-EsDd,zK3at60U-DBQS,xf9lwaj2-rAJd
hrasDBFH-fYKo,Medical,A,3200,8,0,0.07,FX2jpfr5-1egW,hrasDBFH-fYKo,5vvIPFjy-AHxw
HU5Ymwkl-Cz2y,Education,D,7500,15.21,0,0.04,IaRy907r-SERM,HU5Ymwkl-Cz2y,iKB2hWOz-2QGk
qFZMjEKn-YeCN,Personal,D,10000,NULL,1,0.26,ltIJxnnE-0sBZ,qFZMjEKn-YeCN,tu8UsGKe-mN84
IAifDsyh-GvOl,Medical,B,10000,10.99,0,0.2,Pb3LB2h6-m0gQ,IAifDsyh-GvOl,1idXwZhA-frRt
fGY4S39F-osQy,Personal,A,15000,7.49,0,0.23,2OeOSvyk-FHun,fGY4S39F-osQy,IxlMOttH-KIHD
yzXwEFGG-xknU,Personal,A,4000,7.14,0,0.13,GpuZ0YWO-HmNs,yzXwEFGG-xknU,TbuBQUpn-UEiS
icnvSJyB-3vcc,Personal,A,4300,7.9,0,0.14,1hBGlQlY-sdsU,icnvSJyB-3vcc,IBka9WhG-q9B9
wuR7HHdx-kqyq,Medical,A,10000,7.51,0,0.1,S0WjM4vn-YplR,wuR7HHdx-kqyq,k2IP5Y4h-p7iA
CAypU2rn-T1Jj,Debtconsolidation,B,4750,10.62,0,0.2,ccjNJwBf-7paG,CAypU2rn-T1Jj,67uJhhrx-mTOv
r41NcQcR-12r3,Debtconsolidation,E,5000,16.45,1,0.31,Md8gdynG-G9NN,r41NcQcR-12r3,HE6ktpuk-S5gR
fKY5LPIv-QJQr,Homeimprovement,B,1800,11.12,0,0.01,bAUIrktW-1Byq,fKY5LPIv-QJQr,NEEGR9Ni-glTD
RPFwT2uk-g6yv,Venture,B,6650,12.69,0,0.12,r0TnhOQp-knsZ,RPFwT2uk-g6yv,JHEUeliW-fNie
609YwAWA-DLzk,Medical,B,10000,10.62,0,0.21,aSip5Bm5-u3nw,609YwAWA-DLzk,enMDpdxE-GGBH
8GFJhTU4-n1M9,Homeimprovement,B,6000,11.99,0,0.15,2rjesHP6-4Ck0,8GFJhTU4-n1M9,Q09xjfh4-ekJR
QinOYjPr-lUHM,Debtconsolidation,B,21000,10.65,0,0.4,qfkASHSd-fZek,QinOYjPr-lUHM,ZWuxNi3Z-cydl
yPI3XAfA-KpmL,Venture,A,7000,9.63,0,0.14,MjtkzxGI-S8zT,yPI3XAfA-KpmL,ARye77Ge-9Njo
YenBRHYr-6IZ8,Venture,B,4500,11.99,0,0.07,ACAfYoE6-CgRs,YenBRHYr-6IZ8,ESTQscrP-8H56
KlPX2MSt-WvuT,Education,D,15000,16,0,0.15,dp4ClEsk-02Sl,KlPX2MSt-WvuT,UBnSiMFu-RLiM
xhNb2doW-ktiZ,Personal,A,5000,8.49,0,0.05,fTK5Ywg7-aKqs,xhNb2doW-ktiZ,Np9GLBPX-oCxP
