id_cliente,id_emprestimo,id_historico,tipo_imovel,motivo_emprestimo,grupo,idade,salario,tempo_trabalhando,valor_emprestimo,juros,emp_sal,tempo_cliente,INADIMPLENCIA,RISCO_INADIMPLENCIA
odkLPKu5-KfbM,mMk6L4ve-P4k4,niQDFQjf-alck,financiado,quitar,B,28,35496,5,5500,11.49,0.15,5,0.0,0
nB3vn2KF-FicO,vWO80r1p-Aglp,Wj5LD4Xo-lOTG,alugado,pessoal,C,25,57300,2,10400,11.66,0.18,4,0.0,0
h2R2nlh4-xa1U,ekdKNFwr-mwhL,J314YT8P-52Wo,alugado,pessoal,B,23,69000,7,9000,11.49,0.13,2,0.0,0
WPsQFd0m-wPJU,ipknzu2E-wIbI,F8BKmQps-jssQ,financiado,reforma,C,24,64000,7,16000,14.65,0.25,2,0.0,1
z4DsDajU-LOwX,XYMDaOF2-RFlR,5uwCe5Dl-Kedj,alugado,risco,D,24,36000,5,3525,14.59,0.1,3,1.0,0
S7mfWJkn-Mq2r,8Y0fIQLb-WrPK,BiChTKjX-pnaR,alugado,saude,A,32,89000,0,12000,8.94,0.13,6,0.0,0
u9Z5xZ7P-idUQ,dXt9vJ03-EnYZ,ZEXq2y28-hULd,financiado,ensino,A,28,85100,12,8000,7.51,0.09,8,0.0,0
83hAnCYG-H6PL,xjiGhAdf-J923,YHWQMITN-w5dL,financiado,ensino,A,25,67000,0,7000,8.63,0.1,3,0.0,0
aTMCoq55-BiCy,avnuyFOZ-LwUX,gJCcYUs7-vHms,financiado,pessoal,B,40,37440,3,10000,11.14,0.27,11,0.0,0
Qzu0sWqd-TGkg,RXxuzHqn-Uvfg,hdZ2TIpb-yzaJ,alugado,quitar,B,42,82000,6,22000,10.99,0.27,12,0.0,0
0veLnCE1-qz7p,AbGMxS3c-g0Xh,GlZmLxMK-IaJm,proprio,pessoal,A,41,47000,2,14000,7.88,0.3,12,0.0,0
sNGdA2Zz-eyQa,sL9HPN92-gs2Q,DTobKoex-oq6T,financiado,reforma,B,24,140000,8,25000,10.36,0.18,2,0.0,0
sE5a3kmI-Sdz1,GKUGuoSx-PIu0,ira9KDgI-zcT9,financiado,reforma,B,32,33280,6,2400,10.59,0.07,10,0.0,0
9d0RMa0y-yL6y,rw5JqOHa-EwaY,AqNUTFZ8-3eom,financiado,pessoal,C,25,40000,6,5000,12.61,0.13,4,1.0,0
YqgJKiAl-UEl6,ntCJBIS0-ct94,K5B66zJ7-WkSX,financiado,quitar,B,24,57000,0,2400,12.69,0.04,4,0.0,0
yxc22mUx-fGXg,OYIS32uM-3Ik1,jZ1fDZTX-2CYy,alugado,quitar,B,27,30000,2,7000,10.37,0.23,7,0.0,0
8M1xAaF0-gBJl,FJky53Un-eEAo,yJEfU1DQ-DoPn,financiado,reforma,B,24,75000,3,3000,11.11,0.04,3,0.0,0
xaL5EIue-oEKA,QjGM7xBv-GJ8g,YSd0UN3j-OA8G,financiado,saude,A,23,96000,2,12000,7.49,0.13,4,0.0,0
DYZE3jyG-tSYi,cANAIRLq-4JW7,PUkjDDQ6-JSZK,financiado,risco,C,26,49493,6,15250,13.11,0.31,3,1.0,1
muSdOnlD-8acZ,jbwgL1Kj-RYJc,P830mvgn-WxWB,alugado,saude,B,29,46000,4,12000,10.74,0.26,10,0.0,0
4aNH1p6C-DiLu,mkeWNMs0-hskA,a9frldSp-snyJ,alugado,ensino,C,25,57000,0,15000,13.85,0.26,4,0.0,0
XNxhDwUz-sP3L,czAMGYg6-Z60D,BOLt0cwk-W5Ed,alugado,saude,D,28,31000,7,3600,14.11,0.12,8,1.0,1
07w0uHDW-vMqc,QDj5ZNsh-t85m,ZHe0uBfK-TjCg,alugado,saude,A,35,42000,6,5000,6.99,0.12,10,0.0,0
vSlfQXeZ-MdKP,FdJqX4NN-c4rg,ACiom1nH-NO0s,alugado,quitar,B,25,60000,0,7000,9.25,0.12,4,0.0,0
GIWZaxGe-rfyj,LF9xUFyy-eu7m,PPrRUlSO-Ycy9,financiado,reforma,A,29,83000,13,7500,8.9,0.09,6,0.0,0
q5R9W9qy-FttT,Q6Sil8n3-FhBO,buoW8745-cMNp,financiado,saude,A,30,45000,11,2500,6.76,0.06,10,0.0,0
04039kHJ-uCxY,I2Win7ik-EgjH,AdUGJPWS-p00d,alugado,ensino,A,24,30000,5,4800,6.99,0.16,4,0.0,0
PkaAmMnW-QcEF,76HeFyDw-wxJ7,SDRfWgZv-WTb6,alugado,pessoal,C,22,60000,1,7000,14.65,0.12,2,0.0,0
6j4vbUUO-lxkw,aMhlzdCd-aNsl,juF7e567-QjmW,financiado,ensino,D,25,55000,3,5000,15.99,0.09,4,0.0,0
4BZAk43S-uSJw,OsPrtryK-b4SP,fvUOgK4z-4Ggn,alugado,pessoal,A,22,39996,2,8000,7.14,0.2,4,0.0,0
bcUJKk0N-XDnY,ySaaztZ5-9Xf1,686oGiE3-sHDF,financiado,risco,B,43,39000,12,8000,9.99,0.21,16,0.0,0
7u0KHuqY-Zqg4,duva5oEx-smTU,9br8bBdf-51IX,alugado,quitar,B,26,72000,0,9000,10.74,0.13,2,0.0,0
AfKgg2r3-iLHm,it0ElWXG-Ujxc,odpxuIlx-pA54,financiado,risco,B,32,74000,5,15000,11.11,0.2,9,0.0,0
0l9QXx8k-gMbj,FOg2fEbM-se5C,5vsiYTzL-7Jfs,alugado,quitar,B,22,40000,2,12000,10.99,0.3,2,0.0,0
YqxapIbr-pCUr,10LqD16A-x1Ll,Uodw1MiU-Di82,financiado,saude,A,26,75000,6,13000,6.99,0.17,2,0.0,0
nd6uL3CG-5d73,tgZpgi72-jXtF,oT2T4jGL-RUdZ,financiado,reforma,B,31,201000,3,15000,11.12,0.07,9,0.0,0
DBtnrplq-uM6a,eqdzCkR2-K67f,Dn1GgEfo-B1Qd,alugado,risco,A,22,44000,4,8500,5.42,0.19,4,0.0,0
TTlQ1C0w-n9bD,DxxYRGN6-0avB,tKukALQ3-4FWE,proprio,ensino,B,22,72000,6,16000,10.37,0.22,2,0.0,0
Ustb0p34-tIFY,lxcTpNso-p8HO,UFhMSknO-Bi9E,proprio,pessoal,C,24,95000,8,4800,13.43,0.05,3,0.0,0
0PnewT2s-g9AM,UpZr4hyH-RFbA,qSWIHG6h-rPaj,alugado,saude,D,36,31000,2,8000,14.11,0.26,12,0.0,1
8wjE8EOr-fpPe,YTZODNC7-xmU1,7WeC4Bzk-2AFT,alugado,saude,A,28,77385,3,6000,7.66,0.08,6,0.0,0
PDavunsB-S8WH,OyHAxtOr-0mMe,kzn5eGdW-xgf4,alugado,saude,B,24,35000,2,16000,11.71,0.46,3,0.0,1
WoLSK1m9-14OD,al6djhut-a4U7,I8s6Hngv-roK8,alugado,saude,B,25,30000,2,2000,10.38,0.07,3,0.0,0
pIJKgsvc-rK2r,EFsJIfIX-OFQt,m9Ym5mbO-HDp8,alugado,risco,B,23,72000,7,5600,11.12,0.08,2,0.0,0
kQf0Tsaf-zl1F,Tum2lkFm-K0uR,evNwc6Sj-0F0X,financiado,ensino,D,22,55000,5,11100,16.77,0.2,2,0.0,0
Qw0WtLqQ-jYFe,Q5A8H2Rl-TPUU,vaSe56cd-nHdw,financiado,ensino,A,21,104000,5,15000,9.63,0.14,4,0.0,0
Em6vQPje-M8N4,tjsSIJAD-Z06p,qJldUXTY-cmGh,alugado,risco,C,37,74568,0,6000,14.26,0.08,17,0.0,0
FK4gmLCh-J677,sYgcrRYZ-MOSB,RecQxsbq-wLi8,financiado,pessoal,A,30,70000,15,12250,7.51,0.17,6,0.0,0
jtXgllf7-0J9l,IjlOmj22-v4uZ,Omiv8vxY-BrSq,financiado,quitar,A,27,52000,7,5000,7.75,0.1,7,0.0,0
PWs9fJnz-h358,Mch0xHmm-bu2C,kg5ijfTD-pT9G,financiado,quitar,B,34,220000,6,7350,11.99,0.03,6,0.0,0
eEMLln87-gokl,aYAQ31wo-xX6b,JifO1A5I-Rdvt,financiado,reforma,A,24,35000,2,7500,7.9,0.21,3,0.0,0
1TQ8tuq7-bIRS,FFlCHmne-MvJF,byyK9jq7-Rf53,alugado,quitar,A,27,35000,0,3000,8.49,0.09,10,0.0,0
88WppT0l-L48t,mCoeHZJc-OXf5,vJvT7Pd2-x2N5,financiado,ensino,C,26,115000,3,20000,13.16,0.17,2,1.0,0
Cnuy6SwR-uSFa,eZU8jR47-JYbh,aTrjdsGa-Surq,financiado,pessoal,A,24,22000,8,8000,5.42,0.36,4,0.0,0
3m5C4d57-XEKG,L5ET8XnS-beYz,SJULbdBB-JKM3,proprio,risco,B,34,96000,2,12000,11.99,0.13,6,0.0,0
qIDunm0B-T6Cl,1wmu226h-Jb5j,UDL0RWY1-jw4p,alugado,saude,C,25,61959,9,25000,12.73,0.4,2,0.0,1
YPFKFhsM-k2C9,mbaQKEcc-Y3qt,IGxN2UFK-l5f6,financiado,risco,B,24,150000,8,24000,10.99,0.16,3,0.0,0
edJJKB4d-3KWF,bsRu7N4I-6hTX,5etUSwix-EwwO,proprio,pessoal,B,31,96000,3,10000,9.99,0.1,6,0.0,0
QwazRtvd-2vis,Q421I7AY-u93S,rb14lIo6-2HEg,proprio,risco,A,29,70000,13,13000,6.91,0.19,8,0.0,0
ykxgqx75-ejTu,lJLP83MG-wrk2,QGJJe8Jn-kItu,alugado,quitar,C,27,75000,0,20000,13.49,0.27,7,0.0,0
0NcvDy4a-ra9l,hA9PpqeO-xYEF,xrPp1xs2-GOHF,financiado,pessoal,C,32,55000,16,7000,13.48,0.13,8,1.0,0
ScGbArxa-rLzs,WbI3Cehx-9A66,E7FKt0xW-fxmc,alugado,risco,D,23,78000,2,25000,16.32,0.32,3,1.0,1
AIHKgzRq-LeYk,cOqolrZc-HZFX,euUMaUuv-tjy1,alugado,quitar,A,24,52000,4,3500,7.68,0.07,2,0.0,0
eFmXJ0lz-xiMJ,on75jMq6-0Xnj,Of7Eg0vB-omwp,proprio,reforma,A,29,75000,3,12000,7.51,0.16,8,0.0,0
Fkqj3swY-cfNp,SKZWELqi-ltyw,xr6LuNeL-l6AL,proprio,risco,A,24,48000,5,4400,5.99,0.09,4,0.0,0
WqYS1Jeg-XCxj,xwr7641C-elJp,hu1oQXZW-4LTc,alugado,saude,A,29,36000,5,3075,5.42,0.09,5,0.0,0
Zw6PDHrM-Ycnq,mtouFnBg-GSu8,tYTQOHao-TuMA,financiado,quitar,C,29,144000,4,5000,13.06,0.03,7,0.0,0
2iPLL4H7-OG2b,hQZiE6ty-ljwR,TO8BZ0j3-rfJF,alugado,reforma,E,27,44000,5,5000,16.35,0.11,6,1.0,1
Zdw9ydUX-5uEu,oGnxNXSl-MbOC,Mmm1vROb-AJ4D,financiado,reforma,C,38,106000,4,5000,12.99,0.05,12,1.0,0
vlxk8MY5-7hWa,Xc1B093a-OZOR,tUAH2RvY-efph,proprio,saude,A,30,49000,3,3500,6.99,0.07,5,0.0,0
8ejOBzqm-UN8K,TafKbS9F-zRK5,zHPpMduC-Ul1G,financiado,saude,B,24,48000,4,4200,11.99,0.09,4,0.0,0
Y3IuN5Uh-cTLD,pMt6LoOr-2yYR,0lGW7wJk-UO7X,alugado,quitar,A,24,35000,1,12000,6.54,0.34,2,0.0,1
CQj5Axo0-Qtad,WDIavvk8-r7d3,QDfGwhJo-If9I,alugado,pessoal,A,28,33280,6,12000,7.66,0.36,9,0.0,1
Ol65wqcT-zPnc,fSrq3aQq-RpmX,NFZp5FrQ-BACt,alugado,reforma,A,26,70000,10,8000,7.9,0.11,4,0.0,0
9T9X0djI-vNKT,5MWLwmWx-X4nw,EQYOntjb-cZuy,alugado,saude,A,39,70000,8,16000,7.9,0.23,14,0.0,0
0kdaAgyL-hLv0,Pjp8zATw-mRxO,TdcihUDZ-gA6C,financiado,risco,A,23,95004,4,10000,7.51,0.11,4,0.0,0
dxHGzbaL-NSPe,CyyiIzUB-NYGU,IftmLdS4-Qf1y,alugado,risco,B,21,36120,5,9000,10.39,0.25,2,0.0,0
TQWCrNJw-kitU,775Xfj8H-DhHW,C5tN1sda-s5g0,alugado,ensino,A,24,41004,8,6000,7.68,0.15,4,0.0,0
wrmcvxtY-Jk0A,7ACZ0DvU-fi6D,GN1KmHZW-YG74,alugado,ensino,C,23,51000,3,12000,12.99,0.24,3,0.0,0
XqMqfaoK-6SHf,tJMBBpv9-NkRN,FlYDDZGU-lsFW,alugado,quitar,C,35,48000,0,3400,13.06,0.07,9,0.0,0
lK0faNvK-PoTR,eXet2Oye-wrbZ,0Kj7hCj5-JZgt,alugado,risco,C,22,55000,6,10000,15.27,0.18,3,0.0,0
ne0nHwfn-wUTX,PrAWoPyP-bNMw,ZycHkEvD-ObkA,proprio,quitar,D,26,52000,10,5000,15.65,0.1,4,1.0,0
tILPOsJb-rdz8,Rm4amXyI-JTYx,Y8jTj1JD-cHTu,alugado,risco,D,23,45000,7,4000,16.32,0.09,2,1.0,0
9lLFd2Yb-8pPA,gAAfT5CX-YkLn,H5TQtI7R-SvCu,financiado,ensino,B,23,40000,7,3500,12.21,0.09,3,0.0,0
2U1ujpw6-g05s,1uzP5Lj1-yZr7,4SCKaOsJ-lQ2b,financiado,saude,A,26,107900,10,16500,8.94,0.15,3,0.0,0
dAMg5K1P-f69w,IsCffwCR-TOKg,ThLyeeqJ-DWSw,alugado,risco,A,21,49000,5,12500,7.49,0.26,4,0.0,0
Y5fcNo2z-vJMS,2ED507FR-byWE,spnj908Q-mqha,alugado,saude,D,41,19200,2,2950,16.49,0.15,12,1.0,1
NQw2x9v9-EP1z,xMp3HI17-vwK1,yzkG672a-JthO,alugado,risco,A,27,190000,5,22000,6.91,0.12,8,0.0,0
EEkjouBX-UY6C,7sDtbETL-gEgf,f6n5Ytb5-4Tkm,proprio,ensino,B,25,53004,9,2000,10.75,0.04,4,0.0,0
RR5IOREy-HHSg,E9uhWWz0-AnRb,Fk3cMhbJ-rogG,financiado,quitar,A,23,56000,6,5500,7.51,0.1,4,0.0,0
obmU3CrZ-E9sx,Cb8ii3rh-LYp4,SxMbrrob-xlJD,financiado,saude,B,22,110500,1,12250,11.26,0.11,4,0.0,0
sCCMs7jU-sr1g,AhgUBTG4-niGv,fQM2Kv5k-fg8C,financiado,saude,A,25,36000,3,5300,7.49,0.15,3,0.0,0
NZYJHHAB-HkMR,jbCuEdAa-iqOd,2C2Xb6B6-e1jr,alugado,reforma,C,26,130000,0,4550,13.57,0.04,2,1.0,0
Ej9uqnnA-cGfr,gDSRPPGY-hsyg,ZUrsnkAO-q7G2,alugado,ensino,A,24,85000,0,16000,6.91,0.19,2,0.0,0
AFS9muYE-ngtm,xhvGWDnk-o8Tw,bzueKqqY-HZxv,alugado,ensino,C,29,14500,1,3600,13.61,0.25,7,1.0,1
4pBttOeX-iIyY,AA1L74FO-R8mP,0hxT3oSd-1i6R,alugado,pessoal,A,41,30000,3,8875,5.42,0.3,16,0.0,0
wtIztzEu-P1Tt,InDtRXE7-E2qw,jvW53S48-7P4M,alugado,ensino,A,26,47000,1,5000,7.14,0.11,4,0.0,0
yOujynse-tco1,z8qPTayv-gPet,4p7HlOQu-Mf8m,financiado,saude,C,26,200000,4,15000,14.79,0.07,4,0.0,0
Q87EQ9vw-c1xk,USY5BvOT-nUMl,vxhCdLF6-wk7z,financiado,quitar,C,23,47000,7,13850,12.68,0.29,4,1.0,0
dYbyZmxh-fwKJ,p5f3SbN7-DsnB,FGaLPLGk-Z9qE,alugado,pessoal,C,22,60000,3,5000,14.22,0.08,4,0.0,0
MidqM92c-eqfo,GlrbEi0l-Ei9A,GFctvxUI-t4Hu,alugado,saude,B,29,84000,3,6000,11.49,0.07,6,0.0,0
C0qyZtB4-aapD,Q7cS38Qf-o2bF,SdjuWzs6-A91B,financiado,quitar,A,27,84000,3,7000,7.29,0.08,5,0.0,0
Da44Ax0S-idJr,lKKNfZwM-rmbZ,dGOgdRfd-MNPb,alugado,pessoal,D,24,32004,2,6000,14.84,0.19,4,0.0,1
lDgsd8tS-tFIM,uddw8ySN-K3Qr,YZPNQoNr-z63N,financiado,saude,A,24,135000,4,25000,7.49,0.19,2,0.0,0
y8Ki7z4i-bBTA,cnQIziFC-p3xa,CKvSDY6o-z9bF,financiado,pessoal,B,24,86000,0,20000,10.99,0.23,4,0.0,1
yOYgUfk9-eSQt,8F60y7wO-ND3m,eXjayjfc-acey,financiado,saude,B,43,108639,3,18000,10.75,0.17,13,0.0,0
nwoGpXhe-iHng,iQS7vHYw-1mJx,qB088qmL-uiBq,financiado,ensino,A,25,28000,3,5000,8.0,0.18,2,0.0,0
5CLOYswr-ARNs,z4Oq56NL-2EE8,fPBcTggd-0lof,proprio,ensino,A,29,158000,13,11000,8.49,0.07,6,0.0,0
cMU7i790-3tZe,syBkZRT9-R5GG,pEdd0LsF-2aet,alugado,saude,B,21,12000,0,4000,10.65,0.33,4,0.0,1
3RSPMbfk-sU1P,t4I3PqgI-Q7p8,P3fGWjFc-sfKI,financiado,saude,B,35,70000,0,12000,11.71,0.17,10,0.0,0
2uJYzrhw-K9rj,G80gnvxp-MObs,eJNiRTth-WEET,financiado,pessoal,A,24,54080,8,8000,8.63,0.15,4,0.0,0
tZ0jY0uT-kSnU,OrsLU8ao-rEdg,1LaYbvMe-Qqbb,alugado,reforma,B,35,34000,15,3200,9.99,0.09,7,0.0,1
DZdXy6Co-8S4Q,yyytoFHX-qEfm,I9GZi7Yb-sH4p,alugado,saude,B,27,42000,7,5000,11.11,0.12,9,0.0,0
4rBDGpNY-Ofv7,s0IDm3vS-87CT,1EJYj7JB-gtJ3,financiado,ensino,A,33,120000,3,14050,8.9,0.12,7,0.0,0
0nqDGkk2-R54v,tuNXFWBS-W9Zh,i9bgcjka-oSf2,alugado,ensino,C,42,37000,0,15200,14.26,0.41,16,1.0,1
ao7Zlgak-Ajp4,Bct23CDw-BeAU,Nijx16AO-Zuq3,financiado,risco,B,23,35000,0,12000,12.42,0.34,3,0.0,0
ZOsvOlJz-ptSB,ELGF7ZyC-4Qrj,WnnKfNGv-bAEl,alugado,saude,B,32,37000,1,15000,9.62,0.41,10,0.0,1
Qp0BDOR9-NuGU,Of9EnHfH-mgjd,q3zsrZLX-gyve,financiado,ensino,D,30,51600,4,12200,15.28,0.24,7,0.0,0
AfhKso3F-Ccqn,6b6ctjuS-ozIU,eAKQ0wld-MKDU,alugado,ensino,A,29,128000,0,15000,9.63,0.12,9,0.0,1
4n2wxgns-PuOx,xC6cFmCz-eF70,ET88oxJ6-AbNn,financiado,reforma,A,33,48000,2,7500,8.0,0.16,10,0.0,0
XIma5nnz-N0rA,QwdKoNHh-0ZZG,Tg0JdXmS-peX3,financiado,reforma,C,30,151800,14,17525,12.72,0.12,7,1.0,0
bOYcKDpR-CouX,F2g4iNIQ-QX0t,4DAK5ETn-TWG4,proprio,risco,B,24,175000,3,8000,11.14,0.05,4,0.0,0
3WD6FySF-rPU4,BL7sftjO-SXfS,6MYKnTII-eRFP,financiado,pessoal,C,31,170000,15,10000,13.49,0.06,8,1.0,0
enR6NhaP-yuzt,b6xlWKJe-Q5Xo,K8cLxnqu-l5Oo,alugado,risco,A,27,81000,0,6000,7.14,0.07,9,0.0,0
BjjbSTaz-Y8gq,CXypZ8WC-PGmT,T3tKZXq4-3kBO,financiado,pessoal,D,24,71496,5,15000,15.95,0.21,3,1.0,0
RXShfayK-k0ak,cKITjKc3-UwzP,gExu1hvQ-Qgrn,financiado,ensino,C,23,115000,7,10000,14.27,0.09,2,1.0,0
T4oGo6Ii-PwjG,46bAbv8h-oeGc,LfcC8lYG-DKAK,alugado,quitar,A,36,62000,5,9600,9.32,0.15,11,0.0,0
645qBuBh-5yt0,FFguqojn-EWe1,Zms5brQb-r4aa,alugado,ensino,C,22,50000,6,11000,13.49,0.22,4,1.0,0
vRL7pKAX-cHRw,PXDXuTxb-EanI,5jgFbEAT-898O,financiado,ensino,B,22,90000,6,20000,11.26,0.22,2,0.0,0
zgOr7He6-UAIK,qRGcbRJ3-QGy9,xLmcHZTs-QOtl,alugado,saude,B,22,61000,3,5000,9.99,0.08,2,0.0,0
etaUuOaX-bI0g,b54JXOeU-cvNL,8QYP00mi-bt2U,financiado,quitar,C,24,172000,6,20000,13.47,0.12,4,1.0,1
v25uJmA6-rZQ8,ujF5X8bh-KxMk,YfOQwso0-mmP2,financiado,risco,D,24,65000,8,7200,17.58,0.11,4,1.0,0
wROS8AN3-L7bY,eHHAOT4I-FdEq,5lvWgdpz-8Ily,financiado,reforma,C,23,61000,7,18000,12.09,0.3,3,1.0,1
DqBnhgsC-mKG3,JqinJDaR-bmWS,4b4di40N-igzR,outro,ensino,D,21,42500,0,7000,14.61,0.16,2,1.0,0
luGgeygo-6AIW,lSMwmmlU-TKr2,LIsjNEp6-kUGm,alugado,risco,B,28,30000,7,10000,10.38,0.33,5,0.0,1
TsC9ekdQ-O60p,4uxWamkg-KzRN,pbChq95T-nOfn,financiado,saude,B,22,95000,2,5000,10.59,0.05,2,0.0,0
Kuh7WXYj-o4Bl,pMwKhCWi-h8o4,8xOLHUSK-zoxG,alugado,quitar,A,29,54996,8,3600,9.63,0.07,5,0.0,0
XXAieIjq-fvKS,4Rz752E9-3e2Q,9usajz4f-cArA,alugado,ensino,A,25,29000,9,3000,6.62,0.1,4,0.0,1
NGWK8TJ5-CCAm,QJksx4bY-AiXT,0i0c2tjJ-ykvv,financiado,pessoal,D,29,100000,3,13000,15.33,0.13,6,0.0,0
sF4uRvLe-egsj,EHMMEouU-mY0s,ZhbPKDsk-bOej,alugado,ensino,C,25,61959,9,25000,12.73,0.4,4,1.0,1
UgA6BRXU-Ya98,D7x4bwl8-28qR,zZGY9OiO-UzJq,alugado,pessoal,B,25,17352,0,2500,12.53,0.14,4,0.0,0
RYlPdw48-DoMH,d1nUjKtc-NcAk,hGFCoX4c-12rq,financiado,pessoal,B,26,95000,1,24000,10.99,0.25,3,0.0,0
5AScmFMI-Hkm8,4bL1KgZK-H9Fm,piwe7dgG-NEgM,alugado,risco,C,28,90000,7,16000,12.68,0.18,10,0.0,0
7y6lCS3z-wms7,JBCDFnDq-kUDH,KFlPtebH-RuEA,alugado,reforma,C,26,76000,6,8000,13.48,0.11,4,1.0,1
uaqFogpI-s6vD,zFQJfPjI-bgbA,jH0W5KrP-efxs,financiado,reforma,B,44,48000,12,17500,12.18,0.36,11,0.0,0
vglEfNpz-h2Ap,Cj0bqfSz-HdXs,4IYaMRDq-Kj0T,alugado,pessoal,B,30,51000,14,4800,12.69,0.09,10,0.0,0
o7o4jvwI-Wxoo,JstkCShi-NsuQ,yv4tFnNT-ZOFh,financiado,quitar,C,22,40000,5,12000,13.49,0.3,2,0.0,0
MYorX4P8-NfJ3,JT1X7Thr-mk6s,SQWjJowP-aWgw,alugado,ensino,D,23,73000,0,10000,14.11,0.14,3,0.0,1
bOpfx4BZ-8Qvl,FB5cUYI3-S2nF,obDWI3s4-ZPRW,alugado,saude,B,35,40000,0,5600,9.76,0.14,6,0.0,0
o8cyMroB-puPz,YAtM3Q5T-IxrD,ZZEqMxIw-mGyG,financiado,quitar,D,30,98000,3,5200,16.49,0.05,6,0.0,1
gsJ0C08w-eN5R,GqNBdAyd-8xd9,oT9RPR1C-2tIM,alugado,saude,D,39,44000,11,1800,14.91,0.04,17,0.0,1
i0jSHCrb-8sca,DgkUEMTr-mxb9,r7142sJR-67Yq,alugado,quitar,B,27,40000,9,2000,10.75,0.05,6,0.0,0
b46LqfUj-Wpjn,L9EkwWje-FX1w,dwDGbNjF-cuWH,financiado,risco,A,28,125000,0,7500,7.49,0.06,7,0.0,0
eYBkFh1l-zQ6H,Wh4O502E-mLbe,utQGKmsC-Y2om,financiado,reforma,B,25,210000,9,8000,9.91,0.04,4,0.0,0
dmHuR5dP-4anJ,oP5hU5UZ-DzUz,jZiqWr7W-UZvT,financiado,pessoal,B,28,38196,5,10750,10.75,0.28,8,0.0,0
vqLXSSGg-RoxF,MgKG9vBJ-d3r2,aPBd1Ear-hW20,financiado,risco,B,21,120000,5,15000,10.25,0.13,2,0.0,0
ySGnK6Kf-wGSh,crTzPL6G-ER3c,iMIm07tx-6s0C,alugado,reforma,A,25,39000,3,2000,7.66,0.05,4,0.0,1
anUabdcv-sT8L,8I2DJTvO-2jxx,I8Ra9Iva-ZyRS,alugado,risco,B,27,42000,1,3000,11.83,0.07,5,0.0,0
0MvyLa5x-wlrj,ewWt9tJY-tsmc,mJQgNt9B-CQTu,alugado,reforma,C,24,50000,3,10000,14.27,0.2,4,1.0,0
zXpkezZm-W2mC,CZoJpQjE-Twx1,mz4vnOPv-hIU6,financiado,quitar,A,24,106839,8,14000,7.88,0.13,4,0.0,0
5dr3jv3S-v928,vLdPYZGq-WRPu,pv6FYjPJ-f64q,financiado,risco,C,25,68000,2,6500,12.99,0.1,3,1.0,0
nuen8AWo-wBJf,Yyv3IWrc-QC5F,3rkxnkM9-2JkH,alugado,saude,A,22,30000,0,12000,9.32,0.4,3,0.0,1
mfjAQ4ak-neKc,8at3GPyS-WLK3,Gu8C0YD4-7ZdG,alugado,ensino,A,21,53000,5,10000,7.51,0.19,4,0.0,0
2PCqcdsM-ChHS,vMhtAsPf-MtFT,qPOaLj5N-v27n,alugado,quitar,A,33,38500,1,5000,7.14,0.13,10,0.0,0
pixS4R8D-BX7q,i79xD8i4-BuzF,elGeXXIL-kh70,alugado,reforma,D,29,32000,10,9250,15.65,0.29,7,0.0,1
4xARem1N-ygJD,bzAUDMeO-P2J9,ZeEZAWOw-xlKk,alugado,ensino,D,22,62400,3,24000,14.84,0.38,2,0.0,1
UMI7ggo1-bEYU,UlH6kbJi-89En,i8Wba2Qi-1kQl,alugado,saude,B,25,134000,7,25000,10.62,0.19,2,0.0,0
sLMYsGcq-e61Y,Base964O-ky3U,tg2T49Q3-TyW6,financiado,ensino,A,34,67000,4,7000,7.51,0.1,9,0.0,0
2Uf9WvOv-H7Th,6lKBKp62-AJK9,oZmwUxXi-eXS8,alugado,risco,A,23,28284,8,6000,7.66,0.21,4,0.0,0
zRLWXKfY-pJNo,J4DMR4N4-IWys,4Kics14N-R32I,alugado,saude,B,32,37000,4,6000,10.36,0.16,8,0.0,0
1EoRJ4d4-9gbP,vGfpZWOE-jjdw,OUni6ImG-A51X,alugado,quitar,F,28,56000,7,20000,18.25,0.36,10,1.0,1
J1vhyrAn-QMkO,iONpaK4f-Xcf5,qb2LG00A-1q2M,financiado,reforma,C,37,117000,15,8000,13.06,0.07,13,0.0,0
FKXENxjE-nZ3I,i1RReRCW-f1Q2,ZnIOlW3R-ZfXk,financiado,ensino,A,30,96000,11,7000,6.03,0.07,10,0.0,0
9synO8oH-vG4d,CQTH9E2Z-UCbl,tC5uJl8I-isde,alugado,saude,D,23,30000,2,9000,14.61,0.3,4,1.0,1
CSOf30W6-Y5cx,Q2ek35Kx-2CdE,YX4YT5YI-CCU3,financiado,saude,A,32,66100,5,5000,6.03,0.08,8,0.0,0
fQcXdn45-shc9,yKF1QiwH-odSf,JTuFTSu9-AeKL,alugado,ensino,C,27,47000,3,9000,12.98,0.19,7,0.0,0
SXrIPaEF-vUSq,SBC11xSq-2XnM,SpfWEMju-LvEq,alugado,pessoal,A,32,42000,13,12000,7.51,0.29,8,0.0,0
DTklhl6r-7AjH,SLPz9Xey-Xrpu,tZ08Bual-1mHC,alugado,saude,B,22,38004,0,4100,11.49,0.11,4,0.0,0
I9jbYvBU-pUTf,Hy6nqa6j-fSCa,x6NaZUrE-F65j,financiado,risco,B,28,71000,1,9800,12.21,0.14,5,0.0,0
1EPhXYTm-xsQF,OzT7K526-DxHX,kUxFCGWN-9UQQ,financiado,ensino,A,25,48360,9,6000,7.66,0.12,3,0.0,0
