person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id,loan_id,cb_id
y1kyxNCF-kxHO,30,79820,Rent,4,y1kyxNCF-kxHO,TKdzqZhE-oFs8,I5ry1qd5-0Blc
T60b1dKr-N6t4,32,54000,Rent,16,T60b1dKr-N6t4,yNwKolPg-waMy,sKFANuZB-CRH4
Ii7J7SPQ-8J7m,26,28800,Rent,5,Ii7J7SPQ-8J7m,p0NBJRP5-Xb4U,kQqLpSBM-6kDz
0AYDMI7I-XmGq,23,29730,Rent,2,0AYDMI7I-XmGq,LKsRGGwj-QW3S,raYC1kMS-RkKa
8kAU7XZW-KDBK,23,44724,Rent,7,8kAU7XZW-KDBK,JG7wuGux-K25P,FfsONnpj-NBCi
r4EMAIP3-v3qB,22,71000,Rent,6,r4EMAIP3-v3qB,gXeA5JUt-4rEM,STryYSoN-DRvr
oczfLHiH-rzo9,22,57000,Rent,6,oczfLHiH-rzo9,XeNHxZO8-KkWZ,69JqlgS0-ucDv
N0Twr9CI-S8BB,65,133000,Mortgage,2,N0Twr9CI-S8BB,iiJymx0k-T8Og,irNB8oGX-yzbM
bXT3BCDL-RtuH,32,63235,Rent,3,bXT3BCDL-RtuH,2f9i9Twa-FGXT,z5altsAe-9kXt
pcfePvug-DENP,26,69000,Mortgage,10,pcfePvug-DENP,AlJO0649-opxZ,BRr0sbF9-oeL2
UXIxGiCa-tuev,28,66560,Rent,4,UXIxGiCa-tuev,fLU2WjII-uK2i,roPYKmef-UTlm
vFO2OcFn-Nm0v,23,52800,Rent,4,vFO2OcFn-Nm0v,XQbDPRD9-tMyD,KWT6Ukm5-tpSO
PGNzhpdU-wYu8,30,78000,Mortgage,1,PGNzhpdU-wYu8,bBzo4kve-LfYh,t7pkQcCx-tYDF
RDGUZJhl-vf4C,29,200000,Mortgage,9,RDGUZJhl-vf4C,XcdpIIeg-3xAw,mwTLkFdX-QTZf
hDmzmlQi-JYzM,36,141600,Mortgage,4,hDmzmlQi-JYzM,GgE3tXWj-rnBU,zL7Exk5W-8tdh
SA1qBBYr-qAyY,27,69936,Mortgage,11,SA1qBBYr-qAyY,PDdxbHE3-W41k,nOdRhqrg-GT0n
5Nkd7Oam-2LiC,24,132000,Mortgage,8,5Nkd7Oam-2LiC,E0QZlEsd-nlsQ,ncLEu0MN-aSwG
sIERhITH-bO25,29,47133,Rent,5,sIERhITH-bO25,MbpaF3GS-OyCu,HW9Uh4Hj-9mtL
7zOhBYON-HYEg,27,63844,Mortgage,11,7zOhBYON-HYEg,4DZnA4nW-ETEt,KvlSY35h-RoLF
G0Qszzbn-QzLE,38,107004,Mortgage,11,G0Qszzbn-QzLE,redDFSew-Bs5I,3uZZ04vo-Nzpo
dICqJBYr-mNpN,25,41000,Rent,3,dICqJBYr-mNpN,rtbsxeIl-N5y7,oe5oLxaB-ewgU
Gkj9xqB0-BKDH,52,65004,Rent,4,Gkj9xqB0-BKDH,Z1w6aine-YnfL,HngcS6Xm-588U
IRX3JdvH-9L8K,25,60000,Mortgage,2,IRX3JdvH-9L8K,Ih6TXfWn-z75z,rWauitD9-r7Hp
BbHtvhRg-60vq,24,67644,Rent,3,BbHtvhRg-60vq,QXLXkoSg-kffI,6kOaJHUK-9XFx
1N8BlWIH-XdiI,29,50400,Rent,6,1N8BlWIH-XdiI,2na5S8uM-7ue9,74vd6G7B-FXW2
NUaCRUOT-bj9f,45,69600,Own,11,NUaCRUOT-bj9f,zBTSTyLM-6A62,aU7DcjsN-Iy1O
bFrdLGDw-FPrc,21,27000,Rent,5,bFrdLGDw-FPrc,2TebGC33-ZzBT,ogU43J43-gMMH
crYPzU1b-sUwN,23,25000,Mortgage,0,crYPzU1b-sUwN,DS8yd7td-QMKn,5vekBJQZ-2IWl
5qA7UPL8-K9CM,40,69996,Other,24,5qA7UPL8-K9CM,t8iU2KcJ-688d,g8feBreU-pPmM
zcZeN2o1-phrL,21,45000,Rent,3,zcZeN2o1-phrL,ctbvDDqm-a7e4,HfPysMp6-fSGo
D70dfHN7-l4F1,38,65000,Mortgage,6,D70dfHN7-l4F1,vHOKXxmd-yDzJ,aKb0KO2i-7fK2
oOA1aMG7-oHSe,38,60000,Rent,3,oOA1aMG7-oHSe,kXzD7pGn-SYip,fNJTvi5X-vxCW
Aj7SvUxs-amSk,27,35000,Rent,5,Aj7SvUxs-amSk,pazGnSFa-OsLY,xzzjvXqv-7Z2C
38Tz7BFS-nkJv,23,61615,Mortgage,4,38Tz7BFS-nkJv,LyR5b8pi-OB7l,bKWJLCAJ-RGL8
uw362Ucn-EoKf,41,28800,Rent,2,uw362Ucn-EoKf,rX5W2qnx-iGBv,HmMbBKjc-Npu5
FRPpnRW4-XN33,28,81996,Mortgage,12,FRPpnRW4-XN33,z3NK3iih-O8ce,0DrvW5Ml-4ZKg
xoK6spTD-pJZE,22,24702,Rent,NULL,xoK6spTD-pJZE,ENePSdzF-kAcm,1AGGwoBB-mjAK
rLMz4lH3-LkR5,26,77368,Rent,1,rLMz4lH3-LkR5,mKv8mLtN-PcAM,f0uGiNWd-W3cU
RmHwpMTQ-nCTJ,30,130000,Mortgage,14,RmHwpMTQ-nCTJ,S91jbMIf-wa1o,ggur9FJw-1vHW
yKOvTGeC-Qr13,NULL,89000,,11,yKOvTGeC-Qr13,YRKpFCzi-xT7f,7sgY1rMo-lkmq
tyRKCQ6H-4xgK,29,30000,Mortgage,3,tyRKCQ6H-4xgK,B8ckG6wj-ev8O,LD7xIPwX-wLPi
fx5cUfP4-DyOk,36,130000,Mortgage,9,fx5cUfP4-DyOk,e6JQFYmg-EvJg,bUlTNN86-38D5
uQ34UtD6-Duoy,23,67000,Mortgage,0,uQ34UtD6-Duoy,ljKS7yPG-hYCM,SIcqJlqg-oM8K
aPSRPOR2-OjAr,28,70000,Rent,1,aPSRPOR2-OjAr,fDtwKd7A-vabg,hnFkgob5-eroJ
lmSdTk5R-twpS,24,85000,Mortgage,4,lmSdTk5R-twpS,MXO3gtz2-xtXk,Rnbnd4Wj-p4xx
AwUQrRII-2AWO,23,54586,Rent,5,AwUQrRII-2AWO,LufhMzfw-lRgd,e3GCMjfY-y2Jg
4QEelDQK-SxWb,22,46500,Mortgage,1,4QEelDQK-SxWb,AXzqss5q-D4cR,4b3MB7X8-8KBi
vioYoPJS-qMUw,35,32000,Rent,4,vioYoPJS-qMUw,il80rCJn-DTAY,PtoZvbCI-PGja
bnvwNvjz-QvW7,30,105000,Own,14,bnvwNvjz-QvW7,OjYR8GPJ-OtDU,5CAirdOC-QAJP
a2ixGEy8-ZMXw,23,40000,Mortgage,2,a2ixGEy8-ZMXw,aZiOed5G-xaUI,iaJGmvqE-Zpb4
GxKPaeaW-WKjX,21,84000,Mortgage,5,GxKPaeaW-WKjX,0royhM6s-Tj8X,CaJ9o1Jl-A8Es
mUumgbZ4-L3gH,28,60000,Mortgage,0,mUumgbZ4-L3gH,zsXuroHQ-5vlU,LotmyUwI-uRvv
krUrDSW8-Us02,29,31100,Mortgage,9,krUrDSW8-Us02,ca2F3Y4o-BHnw,yUCKSKGr-wSlP
kK5zchpv-Fa7k,25,78000,Mortgage,9,kK5zchpv-Fa7k,A8NFl4yU-O81X,MfOdytOa-CBiF
HiHqOhUg-DpHR,28,112000,Rent,1,HiHqOhUg-DpHR,kSJ4n6qd-Pxqi,XC7YYkLW-aoPY
dhuszB1X-Nd9O,24,40000,Rent,1,dhuszB1X-Nd9O,iHbgmUfb-lspS,OZi1WDcm-nHcf
7PS6LDFb-CiwA,31,60000,Rent,6,7PS6LDFb-CiwA,TA2HlFQp-xeKY,o5PhJZBB-pB6Y
fm5stdKM-omdi,22,17280,Rent,0,fm5stdKM-omdi,ZlQMDlXh-YsQ9,HlwaQ59m-jTBa
0NUo1qwp-bP8D,23,32000,Rent,0,0NUo1qwp-bP8D,Bou4wh7A-0NCB,9Z8oxfzn-TlcL
kmqDY1Di-JJ6o,27,68000,Rent,0,kmqDY1Di-JJ6o,3dxedLJH-qqPF,bJ8lgihw-kcFB
ErM1pMZQ-IEaq,23,61000,Rent,2,ErM1pMZQ-IEaq,xgYeLHCo-R4UH,SfC3o7z1-l9ff
ZkIRgGxm-MNae,30,64000,Mortgage,NULL,ZkIRgGxm-MNae,XsWIcqAt-puEc,mHZG1B4w-c8BX
kpb3r00O-Fye9,24,75000,Own,8,kpb3r00O-Fye9,YdCLGSSI-1Gqf,Yjbi4pdW-msj0
vkAUoTcv-p6Mx,28,46000,Mortgage,2,vkAUoTcv-p6Mx,L2kSzpSX-jjIe,a5PgbNzQ-nDB2
cqIX0dBk-Yeqp,22,38000,Mortgage,5,cqIX0dBk-Yeqp,CDacmOTf-2mC6,d7TSKdmY-vrJ2
1N2GaCC7-qQTA,29,130000,Mortgage,9,1N2GaCC7-qQTA,WsUShdx9-zcaw,byzKiOqG-NYU4
pBUNkvCL-IpLB,27,83300,Mortgage,3,pBUNkvCL-IpLB,xJj0p3zh-ejB4,SqX4yQxc-nryO
yzTQxtwy-Zh8T,28,120000,Own,7,yzTQxtwy-Zh8T,p1aCX9pf-NIaN,71eQPeN0-BiEB
UdIG3H7m-Rmg3,30,36000,Mortgage,2,UdIG3H7m-Rmg3,bpbkJsfO-xbSZ,dECEoLJW-rSGn
4Q3rwzJm-bnDX,24,105508,Mortgage,8,4Q3rwzJm-bnDX,jWIkysL1-GoJp,wpJxonyE-8zuE
93jf0PTI-F38o,31,140000,Mortgage,15,93jf0PTI-F38o,K8d0yxrq-cpsx,CtfoLkhP-Baal
0Ir7KOcN-p0fY,22,36396,,NULL,0Ir7KOcN-p0fY,Innfn6Hh-4kFp,zwCFddNf-Kp5Y
bhrWEj6t-TFpy,27,58000,Rent,1,bhrWEj6t-TFpy,0CI22q0D-trgu,fuPC7ZQM-bQL9
shQm29Ij-fUv0,31,24000,Own,4,shQm29Ij-fUv0,p2KoGWEF-nv51,bogAXCJi-NkG9
sYNJzOYa-rEOH,26,85000,Rent,1,sYNJzOYa-rEOH,31pIPRcF-vR2t,lYehCE3v-am90
hYvWHqSC-yqm6,30,108000,Mortgage,14,hYvWHqSC-yqm6,FpjliSLe-Gjd3,lvqk82qB-pPed
t6nbmWad-NHWz,22,NULL,Own,6,t6nbmWad-NHWz,1u6AAnQd-51Xj,PAjY8tP0-NbaC
ZMgaTQu4-WEG1,31,80000,Mortgage,4,ZMgaTQu4-WEG1,d7wiy4vn-5mGk,vkT4f8Hv-NFB2
oqvsA6n5-Brlg,37,90000,Mortgage,11,oqvsA6n5-Brlg,pOdJ5lIG-xjLF,6fQCOC3O-HGkI
JuD9clkO-2NoE,23,149385,Own,7,JuD9clkO-2NoE,pPiTHaZP-rYta,HuOvEdd0-ejpT
fXzRzb2U-y7md,22,26000,Rent,NULL,fXzRzb2U-y7md,u0zWNl2D-cH3f,Bwru7b4u-AyoI
CyJklOlo-h7lU,27,73000,Mortgage,0,CyJklOlo-h7lU,t0pvlndC-bS97,yOxffGHf-WH4o
7EYKH7bU-AkM9,62,62050,Mortgage,29,7EYKH7bU-AkM9,08I6PiQt-8D75,0ZRGsrYo-hwPO
Tb9dOBTz-khK7,28,44894,Own,8,Tb9dOBTz-khK7,K6I5uTYL-lzmo,LCbCcJn0-erU6
JZp26cjX-LYwI,34,56000,Rent,2,JZp26cjX-LYwI,lHYK7LNK-jtDa,LRps27RZ-ODOM
gBHzGko8-3OZO,23,101138,Mortgage,2,gBHzGko8-3OZO,c2GSiAFv-nxiZ,sxiRYhvz-P4AZ
alZfg0c4-LA5G,33,68000,Mortgage,8,alZfg0c4-LA5G,eRKLILIR-r3p2,jFPgeKlG-MUF7
8azJH4RA-RL4W,30,72000,Mortgage,3,8azJH4RA-RL4W,Mq2eTKUi-tkxs,XCbbv1LA-0qhe
Lc6jsyqQ-64ue,26,69700,Rent,4,Lc6jsyqQ-64ue,BRYCWoTJ-pNlr,7X6HwtYw-lbRt
gOtfRuB0-tv5M,23,59000,Rent,7,gOtfRuB0-tv5M,e0PE2fBk-kwox,KPFZSk3P-vP3U
5lwuDh26-iFtp,21,83004,Mortgage,2,5lwuDh26-iFtp,8bJpiuZU-9yWv,DuWTjuxn-KtiS
AFJjWthb-JWk9,28,35000,Mortgage,5,AFJjWthb-JWk9,LvXsz9Dp-zxB1,1M0kRrLr-UGhI
hsHl3Yqe-iidw,30,21600,Rent,2,hsHl3Yqe-iidw,R1JwNnBi-3vPq,mdslBw71-gaQB
UTR0xnX6-sPtl,22,80000,Rent,1,UTR0xnX6-sPtl,Z4hbWZuQ-rO4E,ULPiyb5S-HI1g
3jilnowL-AcEq,27,45000,Rent,1,3jilnowL-AcEq,Uplgy45n-3tkg,tyX83zOn-TeDA
r9sgFdg2-g1Ij,24,95004,Mortgage,8,r9sgFdg2-g1Ij,ozSDFC4c-57QG,En3Lx8E4-ePiy
SK6CRjPJ-jheG,22,80000,Mortgage,1,SK6CRjPJ-jheG,haBtnmK8-5wct,FSFeInmA-7yRW
OgCicQwn-hMgI,67,200000,Mortgage,2,OgCicQwn-hMgI,xTSWRLR3-xAh3,W2rET5y8-uBYE
u9idgem7-jBsj,22,50000,Rent,6,u9idgem7-jBsj,WFOEzntX-r0Os,vbiQkU1D-6hk6
BwpEL07H-Fqv8,31,85000,Rent,5,BwpEL07H-Fqv8,pUDdOF3F-ZsM7,tb6wBetC-rCDx
CWII0h37-qO8g,27,24570,Mortgage,2,CWII0h37-qO8g,o9lOgbkx-0dyv,wBGh4Bsv-Rtuf
ESRowrYN-HPJz,25,80000,Mortgage,0,ESRowrYN-HPJz,3c7Ihx1n-RMJW,vUlHNOBQ-o5mk
Ya5ohIL0-tHfE,25,39600,Rent,2,Ya5ohIL0-tHfE,y6Yzj9HJ-ZIRY,4prffznb-Zriu
BC4hoDeE-SQvH,31,65000,Mortgage,15,BC4hoDeE-SQvH,nPNh4GtF-UQoS,UT7KM493-b2aC
CCI5L6Xx-EXWR,43,55000,Mortgage,14,CCI5L6Xx-EXWR,v4epZfTf-9DLM,SecnCafy-Rqys
0hACAp0I-MKIE,48,41500,Rent,3,0hACAp0I-MKIE,rKAW9anJ-mcl9,ZqJBFUFU-6Lza
3wsfEApw-bktS,24,73440,Mortgage,7,3wsfEApw-bktS,gcr17JFt-2lPA,BCutfBIK-WaAa
E25UsJ78-kmp4,52,35000,Rent,0,E25UsJ78-kmp4,qZQyOQ6G-2qyp,L7HuztMy-NTXH
NOMLtMag-kwAI,23,48000,Rent,4,NOMLtMag-kwAI,ZpvjSSzQ-zksX,CY6XNB5g-EFCL
sL4FgMBs-ybbi,22,45000,Rent,NULL,sL4FgMBs-ybbi,lnDmvrQ4-YikL,1dQpnqaj-bL2O
wrsH578m-evKg,22,42000,Mortgage,6,wrsH578m-evKg,dKb4vrB5-k09q,tJh7vKZk-UNXE
0ZEtWxJK-aqUj,31,53922,Rent,15,0ZEtWxJK-aqUj,mveXnde4-j0EJ,gPZWWgPl-g1nl
Pb1wTuwk-LXLK,21,72000,Rent,1,Pb1wTuwk-LXLK,oSiqjfLv-EgHc,s48FBocp-NGz1
n1E8T83A-ksFp,27,52000,Mortgage,2,n1E8T83A-ksFp,iX4epWCQ-5kBO,8Ck1eRb7-TMYg
52iPJHN2-EqUI,22,32000,Mortgage,0,52iPJHN2-EqUI,4tsm848A-Ixri,wWiMiq0E-Ru8F
xaam4NO0-DcbB,27,28560,Mortgage,7,xaam4NO0-DcbB,M3HnS9Ip-uvnD,CqeIWveH-nz8Y
9GZGg9WY-THh1,22,48000,Rent,6,9GZGg9WY-THh1,msWvYvK8-kXlO,K1raqggM-54Oo
iDog39su-Kk3o,24,70000,Rent,1,iDog39su-Kk3o,k5BFeUiO-aymN,yKTZJdbD-wUE4
wZs63o0t-GhOz,39,28650,Mortgage,1,wZs63o0t-GhOz,64DsMeSS-vqri,d4Lwamyh-hJXQ
pGwMhSr3-lSgr,37,40000,Rent,8,pGwMhSr3-lSgr,f34GrmSX-kRtE,erCUhdMU-ixJn
AkhpEnf4-Rz5Y,25,78996,Rent,NULL,AkhpEnf4-Rz5Y,wigMEMLL-e1ID,nZl1uD9Y-2yim
nd6uL3CG-5d73,31,201000,Mortgage,3,nd6uL3CG-5d73,tgZpgi72-jXtF,oT2T4jGL-RUdZ
yT27XhKZ-Qjmw,30,24000,Mortgage,NULL,yT27XhKZ-Qjmw,Q5jB3QiC-5FbG,s90tqNQU-wKdl
W4eb8BWC-hA7j,23,120000,Rent,0,W4eb8BWC-hA7j,lUlhvK71-YAZn,2sgAAvQH-Pk5m
KXCYa3J2-b2Qw,22,44000,Mortgage,1,KXCYa3J2-b2Qw,xiCLy0Bx-KTnn,CzQjzdta-TQmN
mYis2y3J-XFE1,37,67600,Mortgage,6,mYis2y3J-XFE1,nejarJc4-aloY,XP9BUToG-Ooep
2NlqqIEW-QrQ1,34,103000,Mortgage,5,2NlqqIEW-QrQ1,go3Mfl9s-RBnN,6rEUAsqs-AQvX
6ijnhrC5-fDl3,23,95000,Mortgage,7,6ijnhrC5-fDl3,UcGj04hR-Yhou,dOSCSiDT-d9BA
rpMhSsNi-kazF,24,37000,Rent,2,rpMhSsNi-kazF,OTzkcdLE-he2L,bMDf9i4H-ZkLo
PdEyueqc-XcAa,22,48000,Mortgage,1,PdEyueqc-XcAa,z4fTkukQ-vGU6,Q0YjXveL-pUdI
kUGNNJq3-JEYj,24,54000,Rent,2,kUGNNJq3-JEYj,073R6AxJ-sfAr,mx6UXE5Q-lPch
XpdHrvNI-UJjJ,27,38400,Rent,6,XpdHrvNI-UJjJ,PFnF6pHe-NBJK,xKGg18CX-GG12
KnHBoQFe-0Xnz,34,154000,Mortgage,4,KnHBoQFe-0Xnz,XYelaaBM-7Mwa,G8g5i6t8-XyrM
SyZfTkFN-SU8K,22,90000,Mortgage,6,SyZfTkFN-SU8K,h97ebjJy-T6qW,3j5oHXTo-XJXB
WS6KtcJ8-d27J,23,72000,Mortgage,5,WS6KtcJ8-d27J,2iPOAFSv-Mi6C,M9YxdaPI-l8ZH
kFPir6Hx-5Nch,21,19200,Rent,0,kFPir6Hx-5Nch,fktb1dZT-5Qd4,njGSPHRS-hQnB
6sCaYDfT-75ep,30,32000,Rent,0,6sCaYDfT-75ep,l65F96Yi-GbdR,3n9gSQEX-diuE
2CR7r4m3-1mq4,31,48996,Rent,9,2CR7r4m3-1mq4,vCkBCryz-s0Yo,GIL38rqn-1Oda
kZ7GzKHM-ocjs,27,130000,Mortgage,0,kZ7GzKHM-ocjs,BBaraC7K-ucz0,3G3cnhZF-66xh
heZ397zM-9BYI,28,29000,Rent,8,heZ397zM-9BYI,6lzD7RuI-LQgL,Axskr44b-jP1J
TOFrsAtE-CJx2,22,89250,Mortgage,3,TOFrsAtE-CJx2,RckvyQQt-Y1vY,a7G7hZAy-b85q
wXmiLK5K-rFJ1,26,55000,Rent,10,wXmiLK5K-rFJ1,KixFS7Un-gnEA,jnDsLfBN-4Hw1
sFWkSz9E-MQ86,NULL,NULL,Mortgage,9,sFWkSz9E-MQ86,LggsfLZE-Sr6d,mQQdRxuZ-XkgT
tQAaY8Hk-H0ag,30,150000,Rent,14,tQAaY8Hk-H0ag,e9CIoik2-qFhR,oRprqonk-EXZi
6A9RiDuu-fTPi,35,68000,Mortgage,19,6A9RiDuu-fTPi,C7vOJRXh-NUDX,Pg8T2XQ2-4rlm
KgJviA80-AEKp,28,70000,,NULL,KgJviA80-AEKp,MLipGXaq-CDIn,pYGCxHsE-XOHK
qdc11pxM-Ny1T,47,37000,Mortgage,6,qdc11pxM-Ny1T,vTvLFBHD-3bFb,FfT8Ybn8-DdSp
Fqi8Fd3e-dyMr,21,36000,Mortgage,5,Fqi8Fd3e-dyMr,bs29RWxE-iEiI,6vzgktEa-TcC5
mN4PPRN7-MuJK,34,106000,Mortgage,6,mN4PPRN7-MuJK,dQEXY8N2-lEb5,d4kC782i-HaM6
9KGJCjLr-Gd33,24,61000,Rent,3,9KGJCjLr-Gd33,2rnWoQrF-uYpQ,61cIm2xo-f6Cz
khecqSbn-Q4zl,21,45000,Mortgage,5,khecqSbn-Q4zl,yz9HKxOX-uLRH,JyCp1tSB-UCRI
DSH0ghIx-3A6n,31,60000,Own,0,DSH0ghIx-3A6n,8SlTf8gj-6ZKM,wLFf4Tcg-iGoR
S3h5sBPa-6r1q,24,60000,Mortgage,NULL,S3h5sBPa-6r1q,r4lsUMaj-IDAo,qfQj96fl-K3Ts
LQeUAx1G-E6UL,22,275000,Own,6,LQeUAx1G-E6UL,8dUrQzHj-KZwE,3xFUTjoH-Gq6E
5agS36rb-Ff40,30,42000,Rent,2,5agS36rb-Ff40,hEOyUQMz-dGtq,f2wmrlyH-cj5Q
RQTOnweG-NKUj,43,47000,Own,2,RQTOnweG-NKUj,4RNDyXQU-5OYe,OrbPHikD-IF5Z
UZbwYvZ6-sn69,21,65000,Rent,0,UZbwYvZ6-sn69,O8UvGqeZ-0KXZ,aaWoyCo8-h80Z
ssr05I0M-nLN2,25,23400,Rent,3,ssr05I0M-nLN2,kq4BU027-R8Gd,FyuUzcvv-MJoj
oOsvj2gz-5d88,25,125000,Mortgage,9,oOsvj2gz-5d88,1AFonIQB-ALuF,i5k5u4R3-tBIx
2rbwz6KO-bwGZ,25,150000,Mortgage,9,2rbwz6KO-bwGZ,tnwUoc9G-cMCb,BCBpidNz-lP8z
ZG95vFol-6Q84,24,50000,Mortgage,8,ZG95vFol-6Q84,vvzD9Uvl-ymt8,4JKCHr1O-jEMp
v1Tb71k6-uftX,29,72000,Mortgage,3,v1Tb71k6-uftX,2I1hrWzy-g1fu,Te2xXipB-gLhZ
bp5DfAJg-x82y,36,160000,Mortgage,5,bp5DfAJg-x82y,n4o2Awxk-9tre,93XrCl5H-ElJz
7Hy6dcCi-cbiX,29,260000,Mortgage,0,7Hy6dcCi-cbiX,00j455yG-vFTy,dmQzQscD-1FJJ
5FkdYvLM-p0qn,28,47500,Rent,2,5FkdYvLM-p0qn,Um6hk40X-YyZH,bK9GZ3Id-QMdZ
SrXX8pwi-YYqn,23,36000,Rent,0,SrXX8pwi-YYqn,oFihFf4T-4F58,6erxto5k-Oy8S
xnMPzNUX-JYft,28,60000,Mortgage,5,xnMPzNUX-JYft,YyG4MA7d-9aI0,AgIQLNNh-hkoH
wS0LPCGS-fuXX,36,828000,Mortgage,3,wS0LPCGS-fuXX,vNkZCU8U-MngZ,S4d8Ph8M-TTEk
G8xSKitx-NrZq,33,61000,Rent,0,G8xSKitx-NrZq,1AceQang-14KY,P4flIM1i-EUuf
0eypyWWT-Qg0S,34,14400,Rent,2,0eypyWWT-Qg0S,kdOrvi7k-21mv,DOyzWgiA-P1jl
lim7E2Fz-59fR,21,35000,Rent,3,lim7E2Fz-59fR,ZzjoGfqw-KJdD,nibmdHCU-BC2B
IDUZp9By-w9KQ,30,144000,Rent,12,IDUZp9By-w9KQ,3D9a6Kk8-AARH,QocRkve7-F3nR
aSI9xg7O-iSUG,30,33600,Mortgage,5,aSI9xg7O-iSUG,TM8CXqlC-E3pk,LMx5iYxc-1fTF
rtPXUISf-RtrD,22,115000,Mortgage,6,rtPXUISf-RtrD,BKJyLRk7-tINY,ktQlR0Qf-3fHn
YsKOFrQB-hdLe,25,60000,Mortgage,5,YsKOFrQB-hdLe,9i0FIp3M-0HD8,T07BRvya-lZ4Z
nBFpMxfH-4CRn,22,70000,Mortgage,1,nBFpMxfH-4CRn,arpXjro3-Ol4X,GIwjo52u-0y7m
UHLHZ55T-SaXH,23,54000,Mortgage,7,UHLHZ55T-SaXH,4C7CDnIQ-ATZA,aAzpqduh-w5Xp
3CZeuhse-DiUJ,31,100000,Mortgage,5,3CZeuhse-DiUJ,nGYhN39z-QeYl,fqPuTfP4-c42j
kHIGW70O-CwcW,30,66560,Mortgage,10,kHIGW70O-CwcW,PIX2cQm8-enxh,TDylX9aK-dZmu
ar0WMM5s-vay2,37,73000,Rent,21,ar0WMM5s-vay2,yL1ZqUjk-g8ht,KpXShv89-sJP6
97DUngou-8S7S,29,110000,Mortgage,1,97DUngou-8S7S,g0GesPqf-yQ1I,dkwYKkf1-oyvo
7YUdN6p9-xkxt,21,14400,Rent,3,7YUdN6p9-xkxt,MFe72Ffx-IyOP,TE3xwOWi-e75K
odlmyowi-lKav,31,14400,Rent,0,odlmyowi-lKav,SGcIYni6-HdEw,EDKnUfH4-UZQu
aIZWWPyK-q6Al,22,38000,Rent,0,aIZWWPyK-q6Al,pD3sPyj2-IemC,lHSxWAIa-XaNr
INBjismb-gJgh,26,88068,Rent,10,INBjismb-gJgh,Dj2Wxg24-YDTb,X20eRxbC-qIoX
5E27Ndf7-KzeF,22,38000,Rent,2,5E27Ndf7-KzeF,jT6K6dMj-gurZ,YizRKgea-NqQK
3UBeh3yq-DqUA,25,135000,Rent,8,3UBeh3yq-DqUA,4NRmmNEF-KaGN,v6y39WE8-xlUy
Y3Io9p79-jUmH,22,90000,Rent,4,Y3Io9p79-jUmH,eU8KspTT-gKDI,yR3RShOT-wu2p
RnK6pt7p-au0R,25,126000,Mortgage,9,RnK6pt7p-au0R,JJz0Xe9H-KnDp,JlK4InWg-gWc3
BbSz0g4n-NPKx,27,69805,Rent,3,BbSz0g4n-NPKx,rS2FcZn0-IRSl,klbO8Gt9-OEBA
YqgJKiAl-UEl6,24,57000,Mortgage,0,YqgJKiAl-UEl6,ntCJBIS0-ct94,K5B66zJ7-WkSX
yX79fZAr-tUDt,23,NULL,Own,1,yX79fZAr-tUDt,Wp2XFTbj-mvCb,tKyfN3kQ-2wYo
fN96bN5l-Wzor,34,85000,Mortgage,19,fN96bN5l-Wzor,4WRMIcbD-0uzo,YmEEWaip-683m
UoJy9gTF-eDnb,27,48000,Rent,2,UoJy9gTF-eDnb,ty2wApeT-yAJY,qPFZDlW0-58lG
o2Pb3iAG-Q0o3,57,15000,Mortgage,1,o2Pb3iAG-Q0o3,0l0eXsDs-cDGh,qSnlyQUx-4g3U
lpguTEip-bZXP,22,40000,Rent,2,lpguTEip-bZXP,rhqiEy8n-q0jn,AZwdbPdh-E4sx
4n5g6rHw-gjAt,42,78000,Mortgage,NULL,4n5g6rHw-gjAt,CBDpjNej-gy6x,ATyIm9dS-fPu4
9FKlZZpb-T8MX,22,30000,Rent,0,9FKlZZpb-T8MX,22Sep4YD-46oD,og7sqNEh-2UZv
bLy5l9sK-6tWh,24,42000,Mortgage,8,bLy5l9sK-6tWh,KbgvCTH9-Rzcm,YdFyes3y-tsEY
cg5jn6CI-KdSr,25,54000,Rent,5,cg5jn6CI-KdSr,7ZCSMHSD-fuvj,4L1uRJF6-N5LY
DTTOPbZK-xTkv,22,45000,Own,7,DTTOPbZK-xTkv,xo2QNv6A-5ojU,vFrFHB5f-TX8S
fFTESyRE-eAo8,30,30000,Rent,2,fFTESyRE-eAo8,UFyA8wKW-7Jkb,IcDvSbuB-YhEg
l4cnvkyg-WxMW,25,106870,Own,9,l4cnvkyg-WxMW,dwaAx589-sU4E,1ych9oBi-qDN7
JzAdDM7d-fJys,35,10800,Rent,NULL,JzAdDM7d-fJys,OSkkmmFe-dRwl,FerMSBnI-Kvh8
qEmLerEv-Tsb8,23,63402,Rent,3,qEmLerEv-Tsb8,LhQgZKdH-kBzF,r9w0v7UH-XyQK
BrmFwd16-MsaL,24,91228,Mortgage,2,BrmFwd16-MsaL,A7eFSwgT-I7K6,ktcJ4t6h-lrOr
8Fbppelu-eKnR,23,42000,Rent,4,8Fbppelu-eKnR,W3QjfBO2-jmhO,S9zMallF-rruw
e1W1sUjg-e5qk,26,100000,Mortgage,11,e1W1sUjg-e5qk,s95Zza8W-vx7A,lirzBbfH-ed2n
jj2WgouH-OHFk,26,39000,Rent,11,jj2WgouH-OHFk,LeRWzxhM-3jHv,hOi0fKv3-ndgG
